 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.0902980285	0.305501815	0.2249209188	0.00039563989	0.00460416225	0.37061115585	0.003668309898
a31	0.299624261833	0.324599541667	0.243231012933	0.00245510317667	0.00212033711667	0.12643704285	0.001532734698
a11	0.463885710611	0.227694417222	0.248075060978	0.0103121018589	0.00225328537222	0.0464816451167	0.00129778429933
a21	0.343302850204	0.239923329074	0.377472330326	0.016695770953	0.00441770092407	0.0172082394989	0.00097975824311
a31	0.309126286735	0.260953783025	0.402795876775	0.0140211319843	0.00646942530802	0.00620508019297	0.00042838891437
a20	0.340810442245	0.256386834342	0.378753682258	0.00958885366143	0.00840165643601	0.00436575913099	0.00169273102812
a31	0.338743670748	0.222915204781	0.393388637419	0.0143889738871	0.016561653812	0.00639656904366	0.00760525144271
a10	0.264489190249	0.18292090826	0.402836755806	0.016982598629	0.0357422732707	0.0541690730146	0.0428591884809
a31	0.192480720083	0.14824380742	0.325766778602	0.0246166712097	0.136396413424	0.113920491005	0.058575132827
a21	0.137049853361	0.11892669714	0.237177196201	0.0382754087366	0.251299917808	0.164093530335	0.0531774109423
a11	0.0922945411203	0.0894488937133	0.1603568274	0.0401779839122	0.301593869269	0.263054656778	0.0530732576474
a3	0.0685485727068	0.0679879469044	0.0978752811333	0.0413418379707	0.32471997309	0.354687245593	0.0448391875491
a33	0.0502798832356	0.0510923439681	0.0637128137111	0.0382571216569	0.312684317697	0.404075241864	0.0798983035164
</S>	0.0395949766178	0.0405229779841	0.0478202068556	0.0334406643284	0.301256933848	0.423886920932	0.113477336758
