 	dovevo	comprare	il	pane	</S>
a31	0.083881773	0.3188318	0.334497125	0.235934775	0.026854543
a46	0.235407524333	0.328145933333	0.247952585	0.162471025	0.0260229476667
a31	0.366156988111	0.246390897778	0.193067235	0.158349195	0.0360357322222
a18	0.26541003937	0.367150989259	0.225798935	0.107424276	0.0342157971807
a13	0.22581581979	0.414152233086	0.282061418333	0.0660704116667	0.0119001231002
a0	0.247333016597	0.360561647695	0.270370639444	0.108343025889	0.0133916506334
a20	0.210326178866	0.383613589232	0.263379039815	0.125511195296	0.0171699905445
a7	0.164083092955	0.335055193077	0.286176036605	0.166632835099	0.0480528631815
a20	0.137224480985	0.272205321026	0.256488282202	0.243977338366	0.0901046010605
a31	0.151923646995	0.245393743675	0.220755050734	0.238533832789	0.143393713687
a11	0.171490825665	0.216900907892	0.206067996911	0.203963227596	0.201577017896
a39	0.179899181888	0.200753315964	0.197685092304	0.184411622532	0.237250782632
a31	0.169619980629	0.179595445321	0.176475847435	0.161779834177	0.312528900877
a13	0.157602143543	0.163104295107	0.161896932478	0.152919198059	0.364477433626
a17	0.164741584514	0.170284945036	0.169516424159	0.16143941602	0.334017607875
a31	0.164847441505	0.169312558345	0.167459788053	0.15734747534	0.341032725958
a46	0.152220127168	0.155103616115	0.154994319351	0.151123868447	0.386558061986
a20	0.152002785723	0.155356155372	0.156017689784	0.154429116149	0.382194240662
a31	0.154638418574	0.157303591791	0.156995909928	0.152703425383	0.378358636887
</S>	0.153337999287	0.154993460896	0.154427124964	0.149669172691	0.387572203443
