 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.1617531794	0.001190781265	0.0054970303285	0.005664017595	0.226443037	0.2606877615	0.06042645	0.15318016475	0.115105194	0.009349071975	0.00070328679
a28	0.0611183494	0.0136646204217	0.00691121157617	0.00606108203167	0.22346496664	0.254682461333	0.0307695975	0.123477228083	0.176624670667	0.100502858642	0.00272291612333
a37	0.0312136574667	0.0574999918072	0.0677866783254	0.0316459815106	0.0786719423533	0.0881659959443	0.0136019566	0.122898883361	0.330850666889	0.155698668214	0.0219655370411
a31	0.0380499901556	0.0768676056024	0.142661719442	0.0735225971702	0.104251363284	0.0802488733148	0.00900872813333	0.0626478831203	0.298098248963	0.0812616350713	0.0333813506804
a17	0.127687520052	0.0537884318675	0.140578873147	0.0849746590567	0.191059441095	0.140217684438	0.0108588863778	0.0382635370401	0.162176054988	0.0317623119904	0.0186326009768
a31	0.178327340017	0.0330043792892	0.090235280049	0.0615170316856	0.242336807032	0.175221218146	0.0478077831259	0.05614056168	0.0972943803293	0.0113244632301	0.00679073674227
a28	0.117636418339	0.0164362555964	0.0413577953497	0.0326206215619	0.253763719011	0.183786599382	0.155903747709	0.0803708672267	0.109985313443	0.0052525072767	0.00288614052742
a17	0.071012377113	0.00826080883213	0.0255997941166	0.023799229854	0.219732176337	0.155534913127	0.260515735903	0.102982391076	0.122599867814	0.00885004169223	0.00111263838247
a20	0.0619819017043	0.00614210447738	0.0208669743722	0.020729336618	0.172765482112	0.103466841709	0.306268148634	0.157252290359	0.128976472605	0.0210947982307	0.00045561521749
a31	0.0631751872348	0.00569927355913	0.0179801454574	0.0176604435393	0.116916313037	0.0738047655697	0.374978469545	0.156018023453	0.145735777535	0.0273233100769	0.000708272869163
a37	0.0481512464116	0.00460190135304	0.0195989388191	0.0171471738464	0.103079830012	0.0640653905232	0.465084349848	0.115187331151	0.134139935845	0.0273447876923	0.00159910612305
a31	0.0317008061372	0.00438873738435	0.028310577273	0.0209914972821	0.108932266671	0.0631741961744	0.476738673283	0.0941188903837	0.130724441948	0.0349371062308	0.00598281090768
a18	0.0255736458791	0.00605423722812	0.0435695257577	0.0248148164274	0.15319368889	0.0592664203915	0.432760807761	0.0784518134612	0.128827153983	0.0401451924103	0.00734268586923
a8	0.023061877793	0.0107885157427	0.0831445909192	0.0418588011425	0.226998142963	0.0674036967972	0.359712779254	0.0523512561537	0.0826697859943	0.0485289781368	0.00348155920974
a31	0.0281954395977	0.0162140212476	0.115907870306	0.0557676087142	0.255171960988	0.0927572302657	0.247127059751	0.0357857437179	0.0747862966648	0.0568186223789	0.0214681404232
a24	0.0285686508659	0.0190842224159	0.091354230102	0.0460913695714	0.224413076996	0.0829275280886	0.16135769325	0.063439229906	0.148702402222	0.0934204154596	0.0406411734744
a37	0.0314024429553	0.0255951318053	0.061964606034	0.0400305648571	0.162493797332	0.0558040593629	0.124539871083	0.0924117919687	0.184263614074	0.14538838182	0.0761057444915
a31	0.0372214109851	0.0331740302684	0.0557306313447	0.0412288632857	0.121856390777	0.0487223424543	0.108108230361	0.0964642756562	0.156955814691	0.175291947273	0.125246088164
a30	0.041476014995	0.0383173064228	0.0555842324482	0.0469658297619	0.128729143592	0.0527551434848	0.17739910012	0.0958823768854	0.109463300564	0.147041816758	0.106385763721
a24	0.0449117643317	0.0423093508076	0.0563675844827	0.0514602359206	0.130380589197	0.0564190904949	0.193353933373	0.0885670622951	0.0827304625213	0.138241806586	0.115258135574
a46	0.0525045427772	0.0500694112692	0.0705581364942	0.0577921193069	0.137605921066	0.0614480328316	0.120637183124	0.0776562524317	0.0812072275071	0.128364397195	0.162156785191
a31	0.0602030922591	0.0579826050897	0.0801981654981	0.0645304581023	0.140574553689	0.0673966842772	0.093292344708	0.0712245258106	0.0698465725024	0.0828802453983	0.211870775064
a8	0.064306818753	0.0625811063632	0.075366905166	0.0683267943674	0.118434837896	0.0705438280924	0.097174703236	0.0704664086035	0.0581733198341	0.0612576917994	0.253367615021
a31	0.0688346995843	0.0675479534544	0.0762445650553	0.0723806114558	0.109628942632	0.0741066993641	0.0972638610787	0.0705283075345	0.054048862278	0.0476774459331	0.261738075007
a3	0.0639222841948	0.0631607418181	0.0673702883518	0.0655607791519	0.0827518948773	0.066418950788	0.0749270436929	0.0651922651782	0.064709759426	0.0628453019777	0.323140685002
a39	0.0590346157316	0.0584594689394	0.0608583894506	0.060174149384	0.0704793256258	0.0608193179293	0.0687190828976	0.0617247030594	0.0625606998087	0.0698422626592	0.367327968334
a31	0.0601084885772	0.0596436266465	0.0611225998169	0.0606727807947	0.0666751152086	0.0610890043098	0.0654893946325	0.0609629226865	0.0648458912696	0.0695774195531	0.369812769445
a28	0.0571742415257	0.0568127335488	0.057572887939	0.0574233322649	0.0605820327362	0.0576789797699	0.0598126745442	0.0573591092288	0.0639031884232	0.071838544851	0.399842303148
a31	0.0540646225086	0.0537780978496	0.0541988906463	0.0541963720883	0.0560909479121	0.0543960522566	0.0565191415147	0.0546360220763	0.0616189641411	0.0736163299503	0.426884581049
a17	0.0515341841695	0.0513074446165	0.0516958252154	0.0517439206961	0.0536658619707	0.0520067097522	0.0570512955049	0.0538440196921	0.0594290637137	0.0781063866501	0.439615307016
</S>	0.0495588520847	0.0493582753083	0.0498363551077	0.049922026348	0.0524200709854	0.0502736348761	0.0582985517524	0.053499084846	0.0575921253569	0.082648743325	0.446592303508
