 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
a8	0.02231271046	0.045521106015	0.35196208	0.136879	0.09678133	0.17499760165	0.13506105	0.01821662815	0.0182684988361
a23	0.00798634782667	0.0160464642817	0.484774526667	0.124044666667	0.133545703333	0.0629701093167	0.152378191667	0.0120578328167	0.0061961445494
a31	0.00348974130889	0.0062783753939	0.475467508889	0.098191208889	0.169945949444	0.0266737984389	0.205748152222	0.0117692942722	0.00243598934313
a28	0.0021640560363	0.00273941369797	0.376459196296	0.0934507682963	0.131332236815	0.011635200513	0.375111500741	0.00595991149073	0.00114774382771
a20	0.00503843027877	0.00784486076599	0.279579382099	0.188866794765	0.101220970938	0.0117425095377	0.402944550247	0.00230190264691	0.000460602782237
a31	0.0173349194263	0.0178341492553	0.186715827366	0.228817488255	0.0759376659793	0.0224496325126	0.449615763416	0.00106709140564	0.000227458040412
a8	0.0932699104754	0.0386932554184	0.151661075789	0.170615736085	0.0535808583264	0.0722008841709	0.414981654472	0.00483980057521	0.000156802175137
a31	0.120562513492	0.0453923761395	0.131927405596	0.146730995362	0.0676617334421	0.0879192633903	0.392156554824	0.00720122312507	0.000447913713379
a20	0.077635701164	0.0298219057132	0.0914743321987	0.150520131787	0.101843681147	0.0613603064634	0.478929834941	0.00765820730836	0.000755883987793
a31	0.0590399580547	0.0205561269044	0.0812595407329	0.146493490596	0.106776357049	0.0518400574878	0.523936231647	0.00844383176945	0.00165436504593
a36	0.0363037593516	0.0131308414348	0.0881683102443	0.106470404865	0.0916731323497	0.0318348563293	0.624671230549	0.00554116398982	0.00220626901531
a24	0.0223769297839	0.00738975994493	0.0885791100814	0.0743061696217	0.0643981997832	0.0185605619431	0.71286697685	0.00322442226327	0.00829788367177
a37	0.014234010928	0.00478454668164	0.0609569733605	0.0674479998739	0.0489772622611	0.0132886266477	0.776410912283	0.00215485348776	0.0117448352239
a27	0.0210672603093	0.00743990326055	0.12544405112	0.0981599432913	0.063701869087	0.0109078712159	0.664541584094	0.00256752302925	0.00617000250797
a8	0.0280248334364	0.0123293414202	0.230223173707	0.180629887764	0.100137871362	0.00955039973863	0.432692331365	0.00387808954308	0.00253408901266
a23	0.0222913128121	0.0129047261401	0.278656981236	0.266394619255	0.130568457121	0.00889602057954	0.275039150455	0.00412921138103	0.00111951714755
a31	0.015705565604	0.01052111738	0.217048665745	0.325397036418	0.188677032374	0.0135518878598	0.189534996818	0.00349487712701	0.0360688027825
a37	0.020225903868	0.0147432601267	0.176894980582	0.322625325473	0.190864434125	0.0311743702866	0.146230075606	0.00667679904234	0.0905648642608
a29	0.0342271522893	0.0266138767089	0.233502596861	0.246252048491	0.121938516375	0.0519891557622	0.136372565202	0.0163655930141	0.13273853142
a31	0.0371775560964	0.0312646575696	0.262965658954	0.184033599497	0.0873317684583	0.0688391752541	0.121071691734	0.0295025716714	0.17781334714
a13	0.0610039503655	0.0455377225232	0.242179166318	0.142992739832	0.0755105841528	0.0809544500847	0.123705617245	0.0487014292238	0.179414369047
a31	0.0709312697885	0.0526040865077	0.195478588773	0.102447069944	0.0652040260509	0.0797523470282	0.112326230748	0.0655210617413	0.255735349682
a8	0.0742224029295	0.0644039111692	0.183968946258	0.100182059981	0.0742148466836	0.0794242096761	0.100698148583	0.0591571092471	0.263728396561
a31	0.0810548866432	0.0741791093897	0.162154118753	0.097501783327	0.0807143762279	0.079556291892	0.0957418595277	0.056323429749	0.27277420552
a21	0.0676652262144	0.0631868754632	0.106667452918	0.0748133677757	0.0660821177426	0.0711841506307	0.0789976298426	0.063478706583	0.407924518507
a31	0.0646825497381	0.0610195944877	0.0819028589727	0.0663105405919	0.0619819975809	0.0670926302102	0.0724938332809	0.064893898861	0.459622102836
a29	0.0604929995794	0.0582930281626	0.0706640533242	0.0616704575306	0.0589724938603	0.0639572967367	0.067509034427	0.0643523249537	0.494088307612
a31	0.0601443845265	0.0584135333875	0.0638098401081	0.0597408605102	0.0585848292868	0.0613381755789	0.0648685081423	0.0615398323179	0.511560019204
a46	0.0631775308422	0.0615597511292	0.065188370036	0.0623146888367	0.0617158764289	0.0633360718596	0.0683375227141	0.061485146106	0.492885016401
a31	0.0639487479474	0.0624069587097	0.064545319012	0.0626416396122	0.0625322668096	0.0631503822865	0.0688343209047	0.060458802702	0.491481562134
a49	0.0590180459825	0.0581777979032	0.0588968733373	0.0582825538707	0.0583332126032	0.0588444224288	0.0627368069682	0.057733998234	0.527976320711
a3	0.0806541476608	0.0704142426344	0.0788271024458	0.0698631802902	0.0679725985344	0.0692566841429	0.0823546289894	0.0597825727447	0.420874870237
a18	0.0882730615536	0.0749369028781	0.0864824474819	0.0743570857634	0.0718459158448	0.0734262447143	0.0912030263298	0.0608384962482	0.378636833412
a31	0.0670379045179	0.062230199626	0.0666319791606	0.0621927359211	0.0614348319483	0.0623539802381	0.0718258854433	0.0578986940827	0.488393811137
a8	0.079063916506	0.0736332732087	0.0783757230535	0.0730651339737	0.0730620429828	0.0727487620794	0.0873111718144	0.0635576666942	0.399182330379
</S>	0.095631548253	0.0873454266043	0.0944576715267	0.0861579899869	0.0865118914914	0.0852356260397	0.108435150907	0.0693763963471	0.286848305189
