 	non	li	aspettiamo	più	</S>
a3	0.71652392	0.187683773	0.000613154185	0.044909185	0.0502700225
a31	0.65977684	0.233778067667	0.000688628695	0.0543155393333	0.0514409705
a35	0.54503116	0.170429570222	0.000400879965	0.151275182444	0.132863254833
a31	0.346435566667	0.117024221074	0.000197762834	0.271258174148	0.265084328278
a13	0.376503065556	0.0951159450247	0.000285526337	0.313311874716	0.214783632093
a31	0.569360875185	0.0517577370082	0.000703087659	0.261821976572	0.116356315031
a15	0.561750308395	0.0330736723361	0.00154694198633	0.246133377191	0.157495676677
a31	0.378662382798	0.068805070112	0.0286130702621	0.251443949064	0.272475515559
a46	0.272195547599	0.121749243371	0.0660495834207	0.176610313021	0.363395295186
</S>	0.221832493799	0.138428206685	0.0770162217103	0.161824406511	0.400898647593
