 	hai	già	mangiato	</S>
a38	0.42623684	0.41016029	0.135334167	0.02826873735
a31	0.616078656667	0.326516739667	0.0472427815667	0.01016186575
a20	0.561415772222	0.316970822889	0.109191035089	0.01242241965
a31	0.254662264074	0.535622224296	0.19447218503	0.01524336405
a27	0.335723208025	0.435227838099	0.220849858343	0.00819909878333
a31	0.523454462675	0.254442036033	0.209548299448	0.0125551801944
a20	0.543280197558	0.208441798678	0.174253519816	0.0740244857315
a31	0.469515825853	0.219148316226	0.160160113272	0.151175778577
a39	0.398976481951	0.291124785409	0.130480631091	0.179418096192
a20	0.368292183984	0.319984745136	0.125114833697	0.186608215397
a10	0.322145817995	0.310183075045	0.149074914566	0.218596191799
</S>	0.292018678998	0.294886962523	0.164269927283	0.2488244309
