 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.13090962425	0.009522992	5.896127e-05	0.0866000081	0.453767065	0.1819554572	0.07714075415	0.0600451501675
a31	0.28113638425	0.0108596416667	4.05073431e-05	0.109226639367	0.455995205	0.0893157005333	0.0328159478167	0.0206100044675
a37	0.379392898083	0.129623623889	0.0001599593908	0.0648870394557	0.203479265	0.0673196321778	0.147047472939	0.00809015895583
a20	0.275433282694	0.300048621296	0.0007012974836	0.0325627851519	0.0881164793333	0.0325921457259	0.26695670098	0.00358872319528
a29	0.280816367565	0.251942664765	0.00114037189453	0.0208581590506	0.0392595494444	0.0123296879753	0.391155526993	0.00249769807509
a14	0.273051135855	0.118922983922	0.00140599056484	0.0165704273502	0.0179842726148	0.00659916615843	0.560246165664	0.00521987032503
a21	0.305724725285	0.075851145974	0.00198613118828	0.0256628251167	0.0124219376716	0.00568972581948	0.560016728555	0.012646761775
a31	0.258542671762	0.0524210619913	0.00419500446276	0.0311552917056	0.0105340053572	0.00627081293983	0.615938026185	0.0209431412583
a20	0.164159620587	0.0426932553304	0.00710165048759	0.0693436305685	0.0200125019191	0.0129298963133	0.662478422062	0.0212810574194
a6	0.117040981529	0.0445846807768	0.0063552098292	0.117070083523	0.065597843973	0.0201372417711	0.611952554021	0.0172614291398
a31	0.079028771843	0.0389217845923	0.0055885962764	0.0975024735077	0.114518231324	0.0548633659237	0.52924331134	0.0803334840466
a8	0.0751111626143	0.0618785481974	0.0128960467588	0.170152310169	0.157522337108	0.104071875308	0.32180977378	0.0965579700155
a20	0.0691112818714	0.0865545893991	0.0207792359196	0.235458556723	0.207244455703	0.111532235103	0.166405207927	0.102914478672
a31	0.0638123209571	0.0855662764664	0.0280597826399	0.174870078908	0.210804051901	0.094297291701	0.123299023976	0.219291196224
a37	0.082032298319	0.0957257354888	0.05910971288	0.140233342969	0.1579226673	0.104043420567	0.0898952093253	0.271037635408
a31	0.100676564106	0.106255978496	0.0883115142933	0.12828312099	0.111081890767	0.113293106856	0.0544116687751	0.297686168469
a24	0.0934817860353	0.0950885061653	0.0854517730978	0.105454253663	0.094451730589	0.164710318952	0.0448168405917	0.316544792823
a31	0.0839403373451	0.0837226403884	0.0786472793659	0.086670701221	0.0877607905297	0.187420429651	0.0468010505306	0.345036770941
a20	0.074766037115	0.0746599351295	0.0722923844553	0.078097720407	0.0841973785099	0.155218733217	0.0527277918435	0.408040023647
a31	0.0751395350383	0.0749848530432	0.0738779128184	0.0764938368023	0.0839943528366	0.142261386406	0.0591078649478	0.414140274549
a7	0.0801884883461	0.0800215456811	0.0794316576061	0.0799192322674	0.0835611809455	0.120489767469	0.0585058393159	0.417882298183
a35	0.0762752494487	0.0760573685604	0.075542019202	0.0756783694225	0.0805766603152	0.119623095823	0.0582439611053	0.438003272728
</S>	0.0746464447244	0.0744338042802	0.073924914601	0.0741613277113	0.0798175001576	0.121415727912	0.0574901125527	0.444110156364
