 	ora	ho	finito	di	scrivere	</S>
a23	0.218709241	0.4403900675	0.154438685	0.0778639265	0.0929175235	0.015680577045
a31	0.178132537667	0.458342489167	0.138168455	0.132628999833	0.0860564601667	0.006671066045
a28	0.327763975889	0.273988349722	0.0905207293333	0.160207411278	0.142150003389	0.00536952134833
a31	0.387289641963	0.353399516574	0.0733089707778	0.0664563174927	0.115923267796	0.00362224664944
a41	0.401536207321	0.380463828858	0.142877333593	0.0267486912309	0.0470395386987	0.00133437990315
a21	0.402035755774	0.248324832953	0.309045881198	0.0168457717436	0.0226434006662	0.00110433868772
a24	0.311224458591	0.157972657651	0.479065727066	0.0231494322479	0.0242200475554	0.00436765112924
a31	0.251670126197	0.119890049217	0.535994609022	0.0598670307493	0.0250011321851	0.00757706637641
a39	0.207194645399	0.109704853072	0.531958669674	0.106927253583	0.038062861395	0.00615172822547
a31	0.1726898518	0.103521862691	0.415603936558	0.144433181194	0.0828677137983	0.0808834788418
a28	0.150075733933	0.0938850175637	0.246501002186	0.212300950398	0.130244414599	0.166992896281
a31	0.118922441311	0.0873738795212	0.159274704062	0.225893490133	0.142301931533	0.266233532094
a20	0.0904672987703	0.0771424118404	0.110601418021	0.174899216711	0.219140400511	0.327749260698
a37	0.0770761245901	0.0728342606135	0.0898848826737	0.14316592557	0.26547433017	0.351564520233
</S>	0.078090442295	0.0758133403067	0.0871681213369	0.128425022785	0.227006985085	0.403496145117
