 	tutto	il	cibo	vuole	girato	</S>
a31	0.32744682437	0.00800598335	0.23405864	0.3128331065	0.07827556875	0.039379781052
a8	0.11374433787	0.0100449696833	0.407585226667	0.3724576555	0.0829218154167	0.0132458957853
a31	0.0511464011233	0.00947847602777	0.529306578889	0.285919345167	0.114411248472	0.00973788532843
a29	0.0277733940411	0.0142159811426	0.580546792963	0.271872175056	0.0970907561573	0.00850087304281
a20	0.0283350866804	0.0242751300475	0.504649374321	0.226935051685	0.212875975386	0.00292937013094
a39	0.0918019455601	0.0226366076825	0.337845054774	0.156531181895	0.390043325129	0.00114188001031
a31	0.143188021853	0.0157821952275	0.197528153591	0.116118515298	0.526259735043	0.00112336925344
a0	0.099500315951	0.00916313720917	0.10317253053	0.082334507766	0.704391111681	0.00143840565115
a31	0.0464339126503	0.00513577430306	0.0577304621767	0.0550484462553	0.833842403894	0.00180901571705
a24	0.0258815837501	0.00365270726769	0.0487439620589	0.0446008890851	0.874780767965	0.00234008163902
a36	0.01427201445	0.0028411001559	0.0738102906863	0.0531789923617	0.853932739322	0.00196485667967
a11	0.01256679415	0.00333114171863	0.0747735215621	0.0520578797872	0.855654929774	0.00161574032656
a17	0.0141290167167	0.00484283957288	0.0646777385207	0.0517722275957	0.863280309925	0.00129785547552
a31	0.0153764285722	0.00624554542429	0.0612993928402	0.0557687685319	0.850584179975	0.0107256398918
a6	0.0232161455241	0.0209641940414	0.140507630947	0.100447646844	0.699133369992	0.0157309866306
a31	0.0263935318414	0.0268967645138	0.167670530316	0.115586296615	0.545103206664	0.118349681544
a24	0.0478830479471	0.0469237960046	0.139338726772	0.114345853205	0.490087652221	0.161420961181
a6	0.0794764059824	0.0849835020015	0.208814938924	0.171585814402	0.362449514074	0.0926898443937
a31	0.0756865606608	0.0794081640005	0.182621469641	0.151482281467	0.256811191358	0.253990338131
a46	0.0949313908869	0.0944455646668	0.15140372988	0.134561743822	0.231899730453	0.292757859377
a39	0.118080678629	0.118874264889	0.15590403996	0.144619711274	0.207752450151	0.254768866459
a31	0.110852127876	0.110227214963	0.120151011653	0.119167188758	0.153452433384	0.386150042153
a41	0.115941262625	0.115252474988	0.116397145551	0.118182764586	0.137839207795	0.396387154051
a8	0.139178397542	0.139179164996	0.140069018517	0.141589248195	0.154011159265	0.285973024684
</S>	0.154560723771	0.154744667498	0.155525229258	0.157375874097	0.169951849632	0.207841692342
