 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.0019433267315	0.0191531805	0.0310757035	0.025055424	0.3797675695	0.04921427329	0.357246785	0.10404901527	0.032494761748
a31	0.000660749999167	0.013702537	0.0332634491667	0.0966136646667	0.606559809833	0.05972264543	0.140176214	0.0383741159367	0.0109268649313
a46	0.00307853046739	0.0325106161667	0.0512880567222	0.219357611556	0.478568013278	0.0992296894767	0.0688433203333	0.0431266893122	0.0039975233271
a31	0.0145285091558	0.150478028722	0.130620305574	0.233973923852	0.226927562759	0.106992398492	0.0636388787778	0.0704259564374	0.00241445544237
a24	0.0233878440519	0.251106942907	0.237156051858	0.168241624617	0.10981086592	0.0464982458307	0.0990966615926	0.0630003738125	0.00170137723412
a31	0.147090872351	0.250113107636	0.218050520619	0.113737439872	0.0556039493067	0.0262510352769	0.108636529198	0.0796617329375	0.000854807884707
a37	0.259828650784	0.248440982545	0.146127956873	0.0953998782907	0.0485750671022	0.038988268759	0.0663530713993	0.0953599463125	0.000926172581569
a31	0.321847420261	0.192315717515	0.106327434624	0.0840808760969	0.0493130523674	0.0502157555863	0.0461625624664	0.145885384104	0.00385179926052
a18	0.39498964342	0.151673302505	0.0669916338747	0.061823248699	0.0429746084558	0.0579541831954	0.0411492978221	0.176382491368	0.00606160355351
a31	0.315852874473	0.127588143502	0.0519468336249	0.0536322028997	0.0414192548186	0.0593258020651	0.0465661556074	0.291969190456	0.0116995579845
a41	0.363370141491	0.082439953834	0.0391165752083	0.0415657122999	0.0325360602729	0.0557109316884	0.0561384388691	0.316661211152	0.0124609920615
a31	0.35795660383	0.073681990278	0.0439665254028	0.0495986587666	0.0346548954243	0.0575365222295	0.0737929149564	0.278162941384	0.0306489574205
a21	0.360682897943	0.0846894757593	0.0527755671343	0.0550061995889	0.0297865794748	0.0480665784098	0.0705564936521	0.259563793795	0.0388724319735
a31	0.383284279314	0.12527514192	0.0906806190448	0.0849484231963	0.0349681844916	0.0620529221366	0.052317115884	0.123746277932	0.0427270571578
a14	0.342010333105	0.181564367307	0.116021539682	0.0944993400654	0.0368715344972	0.0631331787122	0.0445242149613	0.0750368493107	0.0463386535526
a31	0.311030331035	0.255122555769	0.143528753227	0.0813812943551	0.0307566431657	0.0532779142374	0.0275776316538	0.0422228621036	0.0551020273509
a24	0.338101880345	0.244156051923	0.135803743742	0.0741128301184	0.0311514653886	0.0498943294125	0.0232263525513	0.0318155013679	0.071737858117
a31	0.339386081782	0.228902660641	0.102361740581	0.0603126267061	0.0358491741295	0.0481538144708	0.0253374291838	0.0319285207893	0.127767961706
a10	0.248314008927	0.20475645688	0.0990111101937	0.065309056902	0.0483805360432	0.0574900998236	0.0302146647279	0.0352394809298	0.211284600569
a7	0.266296692976	0.13110369896	0.0777773133979	0.0639187649673	0.0548297163477	0.0615412729412	0.040532821576	0.0430237069766	0.260976033523
a20	0.204746624325	0.11227170632	0.072413574466	0.0637149663224	0.0580230677826	0.0627175689804	0.0494724108587	0.0483279419922	0.328312164508
a31	0.139153582775	0.105165282107	0.0750788814887	0.0685506021075	0.0644881459275	0.0677648549935	0.0520328062862	0.0523984173307	0.375367444836
a8	0.111744345592	0.0924080607023	0.0739865651629	0.0700087760358	0.0673364856425	0.0696061003312	0.0583825954287	0.0572421341102	0.399284938279
a31	0.105725191864	0.0937341969008	0.0805906530543	0.0776920806786	0.0755324402142	0.0773025501104	0.0637697098096	0.0647326380367	0.360920556093
a33	0.0970576206213	0.0996751989669	0.0851981460181	0.0818439635595	0.0797405317381	0.0812944333701	0.0690581579365	0.0692582426789	0.336873722031
a7	0.0934040835404	0.0958206163223	0.0812057223394	0.0778804911865	0.0759614035794	0.07745337779	0.0696860133122	0.068358990893	0.360229300677
a31	0.104237112847	0.104446965441	0.0934455761131	0.0906336887288	0.0878827325265	0.0898561375967	0.0585859724374	0.069147773631	0.301764026892
a23	0.107465523949	0.10406118848	0.095003615371	0.0926763512429	0.0901444275088	0.0919537675322	0.0631500014791	0.0724645545437	0.283080535631
</S>	0.103279498975	0.09401153424	0.0864718576855	0.0847616956215	0.0831511887544	0.0844551337661	0.0720011657395	0.0742169722719	0.317650917816
