 	mia	sorella	ancora	non	è	venuta	qui	</S>
a8	0.091067111	0.0250628555	0.021571928325	0.0542153275	0.057380555	0.7125444	0.02934755125	0.0088103089185
a23	0.0397182153333	0.0241082661333	0.022395500975	0.0493041750667	0.0306220553333	0.766237533333	0.06425595125	0.00335836018517
a31	0.0337340387778	0.0134844543444	0.00999040585833	0.0180065179022	0.0125909477911	0.638004244444	0.264350517083	0.00983891999506
a8	0.0347659005926	0.250302176115	0.0795206659528	0.00900128628073	0.0045152300337	0.331957713481	0.278348148384	0.0115888997174
a20	0.0710030318642	0.440767425372	0.166849625318	0.0512021954269	0.00619189110123	0.16580763316	0.0930880430347	0.00509015939147
a24	0.188596727288	0.366982775124	0.170572871773	0.0839020484756	0.00771184683374	0.146958241053	0.0321217558282	0.00315373259716
a31	0.328989225763	0.287485231708	0.147223867258	0.0817555428252	0.00547456107791	0.134356337018	0.0133351678761	0.00138002194905
a20	0.425226961921	0.191171890569	0.117534869086	0.0851390876084	0.00507495902597	0.139010892339	0.036042861292	0.000798436333017
a31	0.43662598064	0.13205390019	0.0978802050287	0.0888102158695	0.0168235206753	0.166138114113	0.0554677510973	0.00620030874434
a37	0.377213973547	0.109273505063	0.0909664203429	0.0971301219565	0.0282929848918	0.224465991371	0.0603263563658	0.0123306399148
a41	0.365964604516	0.103744063354	0.0916574601143	0.0961595923188	0.0278643192973	0.241858857124	0.0615830284553	0.0111680629716
a37	0.318217294839	0.0975758577847	0.0890539767048	0.0894813337729	0.0535629967658	0.291973995708	0.0407245848184	0.0194099739905
a13	0.18870589328	0.0781797005949	0.0724612049016	0.0757846679243	0.0861442389219	0.418671028569	0.0234628186061	0.0565904703302
a38	0.136670759427	0.0879955781983	0.0856249609672	0.0879291546414	0.101356526307	0.425156209523	0.0179047855354	0.0573620245434
a35	0.111982242476	0.114697216066	0.122528596989	0.12387729488	0.125637012102	0.360108903174	0.0158275678451	0.0253411729478
a39	0.0676815468253	0.109280635355	0.123329825663	0.12481080496	0.155766167367	0.378290074391	0.0108121462817	0.0300288026493
a35	0.0525738402751	0.102600668452	0.156699421888	0.15131559832	0.152180755789	0.334166351464	0.0108709067606	0.0395924688831
a20	0.046230923425	0.106056759484	0.194405267296	0.183633492773	0.13560966193	0.263974140488	0.0126357169202	0.0574540796277
a31	0.037665398475	0.0889352414947	0.171460389099	0.160205380924	0.121427420643	0.273154790163	0.0223170339734	0.124834366543
a46	0.0450911114917	0.0872278321649	0.204561243033	0.183334113641	0.108606916881	0.222426215054	0.0260502393245	0.122702323848
a37	0.0608358951639	0.0951744373883	0.217885414344	0.192267264547	0.102638760294	0.162143853351	0.0441296337748	0.124924756283
a17	0.0695282597213	0.0923693091294	0.196474448115	0.171575201516	0.0958001047647	0.142854711117	0.0639005032583	0.167497482094
a31	0.0680552332404	0.0856679563765	0.175405098038	0.152888770505	0.0878728565882	0.127478223706	0.0834614564194	0.219170394031
a20	0.0779477994135	0.0867627487922	0.138164618013	0.124957883502	0.0884605405294	0.118360594569	0.0943955921398	0.270950211344
a39	0.0917109961378	0.0961822062641	0.125098459338	0.117958937834	0.0971662501765	0.10736398819	0.0782941373799	0.286225027115
a31	0.0858064167126	0.0882046154214	0.104742989779	0.100527629278	0.0884495633922	0.0935757793967	0.0749437791266	0.363749205705
a33	0.0980780655709	0.10110788514	0.119934559926	0.115226216426	0.100865487797	0.0990931797989	0.0582976363755	0.307396941902
a21	0.11128501519	0.11458113838	0.134425169975	0.129698853475	0.114243119266	0.1075092366	0.0414545667918	0.246802887301
a31	0.09677809173	0.09831071146	0.108557213325	0.106008955825	0.0978066830887	0.0957260788667	0.0495740082639	0.3472382291
a29	0.0823217322433	0.0828047791533	0.087570957775	0.086415745275	0.0825996976962	0.0828510009556	0.0607469974213	0.4346890497
a31	0.0745603240811	0.0745271697178	0.0764287042583	0.0761207550917	0.0746661892321	0.0750227249852	0.0653442074738	0.483329896567
a8	0.076813093027	0.0767252012393	0.0778582530861	0.0777867003639	0.0770004664107	0.0772479816617	0.0692610708246	0.467307225522
a31	0.0782391626757	0.0781256450798	0.0787651910287	0.078865483788	0.0785122154702	0.0785455872206	0.0707979002749	0.458148835174
a17	0.0727349658919	0.0725806830266	0.0728494036762	0.073017329596	0.0729453784901	0.0731762857402	0.0681426900916	0.494553291725
</S>	0.070556747946	0.0702955885133	0.0703092818381	0.070655499798	0.070854444245	0.0706943528701	0.0665106850458	0.510123415862
