 	non	ho	dove	d'	andare	</S>
a20	0.239859612	0.47447169	0.284518805175	0.0001541540675	0.00090168641	9.398210325e-05
a31	0.359964228667	0.331122866667	0.307061556725	0.000155397040167	0.00112931214333	0.000566609036583
a37	0.483696626222	0.198202228889	0.313345453908	0.00101791249772	0.00261512158111	0.00112267357886
a31	0.275328475407	0.208692292963	0.508932404636	0.00255216999924	0.00368971576037	0.000804953692953
a29	0.223728925136	0.257810070988	0.499401478212	0.00980890129975	0.00893888128679	0.000311733277651
a41	0.320547798379	0.288709690329	0.362902536071	0.0158967707666	0.0117463484289	0.000196804589217
a31	0.344631652793	0.29883621011	0.318003325357	0.0209878312555	0.0150415224763	0.00249939597974
a18	0.265854670931	0.244148856703	0.435583155119	0.0271090834185	0.0217265491588	0.00557766902658
a31	0.168396793644	0.162567450568	0.436254378373	0.0349810698062	0.110932113053	0.0868682155422
a39	0.115224481215	0.113506775189	0.260947896124	0.0527397499354	0.240843554351	0.216737575181
a31	0.0846956550717	0.0842769317297	0.147428620375	0.0599178399785	0.226126578117	0.397554401727
a8	0.0653540240239	0.0652308705766	0.0891913197917	0.0561173133262	0.147160689372	0.576945783909
a31	0.0623524956746	0.0623328601922	0.0716660612639	0.0588471044421	0.109799159791	0.635002311303
a8	0.0632693052249	0.0632759823974	0.0671450037546	0.0617875064807	0.090120136597	0.654402070434
</S>	0.0623088776124	0.0623430596987	0.0649673268773	0.0613844907404	0.0853015282985	0.663694735217
