 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.001690721975	0.001313061365	0.0813564765	0.39766882	0.241832895	0.23282503975	0.0433129610835
a31	0.00233296914167	0.000832503231667	0.141369872167	0.58696086	0.173681881667	0.0803276954833	0.0144942041835
a37	0.0507965307139	0.0434748374106	0.203108180722	0.452700233333	0.203702203889	0.0392801525611	0.0069378444945
a31	0.0990016535713	0.0978710458035	0.262491206907	0.219689674444	0.218874987963	0.0936469125204	0.00842449716483
a13	0.0725590445238	0.0819979319345	0.248495095636	0.107052505481	0.151399639321	0.236161284173	0.102334504722
a31	0.0487583631746	0.0577384106448	0.171456215212	0.0982078224937	0.091157915107	0.227856958058	0.304824334907
a43	0.0476175020582	0.0661788288816	0.137128915071	0.124688504165	0.0498360930357	0.0922354580193	0.482314711636
a31	0.0550475633527	0.103097104961	0.132969655024	0.137011041388	0.0569336090119	0.0451449570064	0.469796077212
a20	0.0714622327842	0.138002141654	0.149276915008	0.162357167129	0.0767681066706	0.0320330506688	0.370100375737
a31	0.0920305859281	0.148894847218	0.157612055003	0.17466629571	0.0978207438902	0.0383097045563	0.290665755246
a11	0.113910921976	0.147626359073	0.156921185001	0.172237121903	0.121327207963	0.0471471431854	0.240830071749
a31	0.127558227325	0.141515599691	0.152383101667	0.164685827301	0.132339482654	0.0689525910618	0.212565170583
a30	0.140539142442	0.14686863323	0.154028147222	0.161538072434	0.145609597551	0.0959003303539	0.155516060194
a31	0.142988584147	0.145766771077	0.151044259074	0.155905444145	0.147029459184	0.110854456785	0.146411033398
a42	0.141018578049	0.142670540359	0.144875656358	0.146480181382	0.143245543061	0.128299598928	0.153409934466
a20	0.13979974935	0.14093654012	0.142068485453	0.142639163794	0.14092430102	0.133587572976	0.160044214822
a31	0.138979949783	0.139363313373	0.139823931818	0.139933101265	0.139577913673	0.137382750992	0.164939048274
a20	0.140164789928	0.140276601124	0.140534273939	0.140499567088	0.140702224558	0.140281293664	0.157541256091
</S>	0.140541254964	0.140592955562	0.140840266969	0.140844558544	0.141144227279	0.140931361832	0.155105378046
