 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.04306227458	0.0987683195	0.080318964	0.1226154875	0.1968691785	0.4026498415	0.0240469652312	0.0316689490025
a21	0.01641723868	0.0342996158333	0.0552858306667	0.235878659167	0.0722606351667	0.567143213833	0.0081312979112	0.0105835150472
a31	0.00993128892667	0.0127585421444	0.0687471968889	0.372522229722	0.0299115429222	0.499467654611	0.00286009042707	0.00380147102707
a21	0.00676997690889	0.0065809899148	0.062165549963	0.577050206574	0.0116377067074	0.33325380487	0.00100791051769	0.00153382567902
a31	0.0058512897363	0.0145632353049	0.103335937654	0.602935442191	0.00738933026913	0.26454135829	0.00038312581123	0.00100023692967
a13	0.0298809453454	0.0287653097683	0.174263059218	0.430419187397	0.00665786058971	0.325686612763	0.000353706177077	0.00397328764322
a35	0.0763620104485	0.0520656612561	0.203138969739	0.312360322466	0.0124950948632	0.332729420921	0.000575929959026	0.0102725582144
a37	0.0967212901495	0.0831817904187	0.203005903246	0.196323064155	0.0656314226211	0.33787298364	0.00131165478634	0.0159518494048
a31	0.0762824333832	0.0898368734729	0.175843534415	0.150533138052	0.157811350874	0.327413594547	0.00484582969545	0.0174331991349
a37	0.0600112487944	0.0758659331576	0.153938601472	0.119767991017	0.289076733625	0.261443538182	0.0145964395651	0.025299489045
a31	0.0568429999315	0.0644187683859	0.136319550491	0.0904314036723	0.405803637875	0.179171392727	0.027668738855	0.039343512015
a24	0.0596748893105	0.0577069687953	0.101982212164	0.0676451582241	0.488632575958	0.130585814242	0.039863443285	0.0539089783383
a31	0.0623029644368	0.0547494992651	0.0734764760547	0.0502922847414	0.503441488653	0.0958717797473	0.0477997694283	0.112065774779
a13	0.0595177494789	0.0531210164217	0.0625886443516	0.0481426849138	0.493043466218	0.0767393669158	0.0512330468094	0.155614034926
a31	0.0613645098263	0.0552003981406	0.0577852971172	0.0482465726379	0.396277468739	0.0666357663053	0.0554650849365	0.259024878309
a27	0.0633584132754	0.0608053430469	0.0621599923724	0.0579868118793	0.23316735958	0.0655898807684	0.0607412529788	0.396190909436
a31	0.0729214594251	0.0716018596823	0.0720760507908	0.0700231372931	0.164771071193	0.0733859402561	0.0715231243263	0.403697326479
a35	0.077905929475	0.0772710465608	0.0775021469303	0.0765530957644	0.132177543731	0.0785337000854	0.0772082814421	0.402848208826
</S>	0.0752307467375	0.0746469032804	0.0747079234651	0.0739342178822	0.128189744865	0.0759755950427	0.074626310721	0.422688504413
