 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.1649982146	0.0117389974	0.0009939772595	0.00037142161	7.678852e-05	0.001793663665	0.00295541185	0.01342341725	0.1365772674	0.0017291589	0.555980295	0.0058435856	0.103517914625
a31	0.1088166246	0.00863364756667	0.0004089010195	0.000607903603333	7.25854166667e-05	0.002706271355	0.00898941585	0.0571294869167	0.0725336840667	0.00790111776667	0.688969108333	0.00859799953333	0.0346333723449
a21	0.101020042867	0.0285748313556	0.0003682647565	0.00270555593444	7.85085288889e-05	0.00292158685167	0.0143746722833	0.203916125639	0.204366718022	0.0119755010889	0.411235922311	0.00677617521111	0.011686162895
a24	0.0909885356223	0.186626892452	0.00107106854217	0.0199859991115	0.000923354356296	0.00791704201722	0.0097702773611	0.221750157213	0.259218432674	0.00669387992963	0.17004080697	0.0210357381037	0.00397782402167
a31	0.102799271874	0.257766366151	0.00379159108072	0.0562562357038	0.0065934234521	0.0113904086724	0.00523662972037	0.108836009738	0.207376177558	0.00298710004321	0.194862555657	0.0406582080346	0.00144602734389
a17	0.124943260625	0.15743072405	0.0102033460269	0.0882046485679	0.0297315148174	0.0154028658908	0.00383668937346	0.0592712809127	0.271037752519	0.00128091328774	0.201701049886	0.0363053433449	0.000650621351297
a31	0.125553730208	0.09099640835	0.0158837666756	0.0759120981893	0.0396305762725	0.0169172719636	0.0179725282578	0.0945126293042	0.299938327506	0.000747731249247	0.177032714629	0.0420541144483	0.0028480662471
a20	0.075598087736	0.0441917197833	0.0152626858919	0.0468155727298	0.0307464920908	0.0113505746545	0.0518463450859	0.257043073101	0.254425339169	0.00108951909642	0.170041929543	0.0378398718161	0.0037487710157
a13	0.0495342725787	0.0256439835944	0.0123141722973	0.0334776282433	0.0249623700303	0.00747249381817	0.0911948066953	0.4495195577	0.181307843056	0.00211260783214	0.105230457848	0.0152288998387	0.00200092480523
a17	0.0387359585262	0.0181565761981	0.0129243804324	0.0243875767478	0.0176204300101	0.00484979670606	0.128157068898	0.532513952567	0.118193936019	0.00537427894405	0.090185192616	0.00725381904623	0.00164704213508
a8	0.0392018615087	0.0237107967327	0.0247699358108	0.0392923655826	0.0244985180034	0.00952175873535	0.142108732966	0.437498934189	0.0757558023397	0.018385200648	0.160751574205	0.00337630775208	0.00112822192503
a31	0.0318644591696	0.0224774245776	0.0248864498036	0.0389507862942	0.0240314586678	0.0109696712451	0.158976930989	0.348740821396	0.104025956113	0.0279100025493	0.152703258068	0.00290330795403	0.0515594810883
a39	0.0185651200565	0.0133445608592	0.0130682398012	0.0222537725314	0.0154587445559	0.0079077110817	0.242465213663	0.339943547132	0.144078898704	0.0273088041831	0.0810800426893	0.00318219895134	0.0713431180294
a31	0.0132132766855	0.0113626806197	0.00931054446707	0.0193633838438	0.014942007852	0.00879354836057	0.329192591221	0.291693672377	0.151411382901	0.034637313061	0.0601856648964	0.00294182891711	0.0529520836765
a37	0.0101708665618	0.0110725705399	0.00850762102236	0.0368661429479	0.0322825379507	0.0164168494535	0.386575370407	0.205772255792	0.125884790967	0.035787872687	0.0822758522988	0.00263994527237	0.0457473053588
