 	non	aveva	dove	a	stare	</S>
a31	0.01130430765	0.012598513	0.188162615	0.14179077885	0.60120175	0.0449420275
a8	0.01702488765	0.018224247	0.380292495	0.0495012165167	0.516978010667	0.0179791368333
a31	0.02540477355	0.02501389	0.719691305	0.0255221891722	0.195985674222	0.00838220094443
a28	0.0210824155167	0.0512868576667	0.787379435	0.0241399520574	0.111468664741	0.00464267064814
a37	0.103417030506	0.159505155889	0.581134251667	0.0687388670191	0.0838845415803	0.00332010031605
a31	0.175813276835	0.177953691963	0.266307260556	0.13665460234	0.227693347193	0.015577791872
a18	0.120845031612	0.081649617321	0.117832230185	0.149384864113	0.495016205731	0.0352720632907
a0	0.070290173204	0.0445735057737	0.0717263920617	0.147530564704	0.606317138577	0.0595622444302
a23	0.0547685854013	0.0343585939246	0.0668000760206	0.212763881568	0.521353079526	0.109955801477
a8	0.0510232078004	0.0355479816415	0.0784785920069	0.254255190523	0.363276909842	0.217418120492
a31	0.0681398262668	0.0567227635472	0.0755162673356	0.215569410174	0.234096818614	0.349954890164
a20	0.0821661407556	0.0751543658491	0.0756479077785	0.187684730058	0.147131344871	0.432215490055
a31	0.0885465269185	0.0851874636164	0.0820458012595	0.175649113353	0.109507781624	0.459063296685
a20	0.0873227756395	0.0857503562055	0.0904360170865	0.162771304451	0.0955083238747	0.478211212228
a24	0.0786977552132	0.0793954820685	0.0991007623622	0.161959194817	0.0901084846249	0.490738344076
a8	0.0731319174044	0.0752695693562	0.107428110787	0.176522988272	0.094464519875	0.473182961359
a31	0.0786827914681	0.0803181097854	0.111169193596	0.173042486091	0.100236679625	0.456550800453
</S>	0.0904334957341	0.0909509368927	0.104775566798	0.159604248045	0.0997367368125	0.454499060226
