 	può	che	sono	ancora	svegli	</S>
a31	0.212608137215	0.630283735	0.098647826	0.0264841605	0.0012440032	0.0307320865305
a7	0.0715523699483	0.790617735	0.0451203707667	0.0816202231667	0.000661329793333	0.0104279089305
a31	0.0248895777828	0.853497011667	0.0195050330222	0.0980003763889	0.000317856714444	0.00379011647017
a7	0.0088100769876	0.924195837222	0.0169999683407	0.0482603717963	0.000318641868148	0.00141510959406
a31	0.00326081235587	0.741943719074	0.152416965447	0.0973128215988	0.00437185586272	0.000693840075353
a37	0.00197092155196	0.415125549691	0.315351355149	0.241091913866	0.0247617376209	0.00169852935845
a31	0.00282203871732	0.19541405723	0.30703369505	0.390121771289	0.10007439154	0.00453402941948
a39	0.00530030070577	0.0785362630767	0.25838850835	0.489684123763	0.16038400718	0.00770677330649
a31	0.0121475569019	0.0388464916922	0.256920082783	0.502529557921	0.15537484906	0.0341814414355
a20	0.0212655439673	0.0307315732307	0.252032807594	0.463601509307	0.13210847302	0.100260048812
a31	0.0335586226558	0.0366695230769	0.185549882531	0.345161403102	0.09648141434	0.302579132937
a46	0.0488650762186	0.049850362359	0.114024904177	0.198608902367	0.0744132781133	0.514237494312
a8	0.0616026940729	0.0618969787863	0.0934080313923	0.141153302122	0.0733838793711	0.568555148104
a46	0.0719611413576	0.0719509449288	0.0937581957974	0.125671040707	0.079635016457	0.557023696035
a8	0.0799737387859	0.0792165403096	0.104788350599	0.138026980236	0.0891858421523	0.508808545345
a31	0.0898238445953	0.0888400917699	0.1107643302	0.138346180079	0.0978829307174	0.474342615115
a20	0.0900164715318	0.0890389422566	0.102065480067	0.118290676693	0.0942093235725	0.506379115038
</S>	0.0839154807659	0.0825658661283	0.0949008750335	0.111018313347	0.0874032967863	0.540196172519
