 	sicuramente	stanno	ancora	svegli	</S>
a17	0.4211468298	0.0735710308	0.494220967	0.00564249385	0.00541869945
a24	0.144362990467	0.0384588091333	0.810512765667	0.00437856328333	0.00228689891
a28	0.0509453866223	0.0389095753778	0.906050688556	0.00241222979444	0.00168214809667
a37	0.0191739311408	0.0346241781259	0.943806716185	0.00104978880981	0.00134537202156
a18	0.0102509855136	0.0282522217086	0.960435812062	0.000492050141603	0.000568921523187
a39	0.0166129615045	0.0336905762362	0.943832240687	0.00109143507387	0.0047727990344
a31	0.0408056148348	0.0624034177454	0.856999330229	0.00631101135796	0.0334806296781
a39	0.0503855366116	0.0642391242485	0.712573630076	0.0113688021193	0.161432894559
a31	0.0757141272039	0.0659727664162	0.567225063359	0.0348410747064	0.256246944853
a46	0.0978443544013	0.0763125688054	0.492899367786	0.0544673572355	0.278476354951
a31	0.120705150134	0.0917212529351	0.423073145929	0.0821574800785	0.282343014984
a18	0.128419500045	0.100508610978	0.340295711976	0.100848988693	0.329927224995
a31	0.134757803348	0.113843940326	0.300398173992	0.117721728231	0.333278364998
a39	0.145317321116	0.128393350109	0.269388874664	0.138674282744	0.318226181666
a31	0.146328570372	0.138202926703	0.246708751555	0.150049934248	0.318709807222
a41	0.153890711791	0.148622158901	0.237562543852	0.164852078083	0.295072505741
a39	0.15015296893	0.145243269634	0.231729057951	0.167999749361	0.304874975247
a28	0.172994862977	0.171429429878	0.219117629317	0.184040379787	0.252417721749
a20	0.178211544326	0.177826163293	0.216483009772	0.189256493262	0.238222810583
a31	0.178929271442	0.179501984431	0.213034856591	0.189403851087	0.239130030194
a39	0.186733320481	0.187934488144	0.213963988864	0.195661463696	0.215706730065
a35	0.18890521016	0.187652732715	0.224765322955	0.202530907899	0.196145810022
a31	0.19265325672	0.193509190905	0.223166870985	0.2036490493	0.187021620007
a11	0.194030065573	0.196180233635	0.216803013662	0.201813036433	0.191173676669
a18	0.194872125191	0.194595464545	0.221348264554	0.204874582144	0.18430958889
a24	0.185526845064	0.183028101515	0.229869084851	0.203417824048	0.198158156297
a31	0.178533018355	0.176727150505	0.22242262495	0.196221331349	0.226095888766
a18	0.160286611118	0.159381983502	0.195555314983	0.174577837116	0.310198256255
a31	0.155514528706	0.155165281167	0.186887021661	0.168226402372	0.334206752085
a18	0.171432722902	0.172430090389	0.18945016722	0.178235900791	0.288451097362
a15	0.172461440967	0.174918086796	0.19554057574	0.17945727693	0.277622592454
a8	0.176377776989	0.185558105599	0.20831238858	0.182316585643	0.247435117485
a39	0.17380233233	0.183714431866	0.207540999527	0.180433208548	0.254509005828
a31	0.177394507443	0.183898060622	0.202707499842	0.183629726183	0.252370198609
</S>	0.184498538722	0.191393375311	0.202651449921	0.188384483091	0.233072154305
