 	non	ho	cosa	è	da	mangiare	</S>
a31	0.18006302815	0.187621445	0.45534603	0.024981085	0.04687929286	0.102430346638	0.00267874234
a8	0.182234561483	0.197029865	0.515945803333	0.0493353813333	0.01665427536	0.035192268571	0.00360782460667
a31	0.278329570494	0.157008101667	0.378398114444	0.121298581778	0.0100933952867	0.0163648096237	0.0385074193689
a37	0.195379393498	0.094450963889	0.368889491481	0.274802527259	0.00952331299557	0.00920423557457	0.0477500802563
a20	0.131303567833	0.108340857963	0.366572273827	0.346896899086	0.0271603165652	0.00349329819152	0.0162327707854
a31	0.133688010611	0.118557102654	0.328867587942	0.252370376362	0.137918707522	0.0222714521972	0.00632671382847
a17	0.10723621487	0.086571504218	0.287559779314	0.164944123454	0.273809362507	0.0681077747324	0.0117711936095
a20	0.08447509829	0.0621313137393	0.192224823105	0.129982729151	0.363886780836	0.140192581577	0.0271066888698
a31	0.06961629443	0.0576541002464	0.113149126035	0.12525273305	0.356152170279	0.195326633859	0.0828489849566
a39	0.0846340081433	0.0776243300821	0.100081093678	0.11987919435	0.271486950093	0.200414541286	0.145879924986
a35	0.103808657714	0.0961702150274	0.104360224559	0.11927762145	0.229863810031	0.195564147095	0.150955368329
a39	0.119779089238	0.111301970009	0.114331694853	0.125621243817	0.218781503344	0.194419349032	0.115765169443
a46	0.133477343079	0.12152647667	0.122443198284	0.129896497939	0.221927504448	0.198121779677	0.0726072211477
a35	0.157211361026	0.13084855889	0.125497156095	0.122603372646	0.213466738149	0.203156869892	0.0472159550492
a31	0.148799092342	0.12349971963	0.116735276698	0.111465567549	0.177057912716	0.178232746631	0.144209671683
</S>	0.123504069171	0.109942409815	0.106970800349	0.106873188774	0.152358306358	0.151960603315	0.248390610841
