 	che	non	li	aspettiamo	</S>
a20	0.2586433315	0.140374235	0.58730367	0.0025946757665	0.011084094815
a8	0.108912468167	0.347678891667	0.53811041	0.000946528843167	0.00435168128167
a7	0.0597490287223	0.438727087222	0.48978924	0.000441328874389	0.0112932775606
a35	0.0316516025741	0.193212095074	0.760490516667	0.00025183399813	0.0143939340202
a46	0.252014774525	0.123409387691	0.617154782222	0.000165565399377	0.0072554793734
a31	0.595579541508	0.12072463123	0.266788005407	0.00123555027646	0.0156722119911
a11	0.690667890503	0.126292785743	0.108298523802	0.00247203359215	0.072268695997
a31	0.570023096834	0.192033615248	0.0597384026007	0.0337235684307	0.144481285332
a0	0.428624972278	0.250150771749	0.0419804438669	0.0567302414769	0.222513535111
a31	0.318230924093	0.22680501725	0.050771790289	0.0787375024923	0.32545471837
a30	0.230344314698	0.19065923575	0.0704518800963	0.119115827497	0.38942871279
a0	0.222620374899	0.20187472525	0.0744514733654	0.137855002499	0.363198417597
a31	0.2029102683	0.19204345175	0.0867669944551	0.140788760833	0.377490525866
</S>	0.17159817915	0.164518425875	0.0975778172275	0.135255015416	0.431050572933
