 	voglio	che	Maria	viene	domani	</S>
a33	0.01168631145	0.279168145	0.11592914415	0.247112755	0.181082948685	0.16502068235
a31	0.00421256395667	0.503631901667	0.17028427805	0.2055710695	0.060729366075	0.05557082795
a11	0.00201935292556	0.669273367222	0.199586776017	0.0873017486667	0.022099742315	0.0197190617833
a31	0.00295252230852	0.659657335741	0.244114548672	0.0694918705556	0.0162329763383	0.0075507919611
a18	0.00410046443617	0.63671484858	0.226143946224	0.0751270168519	0.0550319714461	0.0028817774037
a31	0.00590177657872	0.49623842286	0.283843998741	0.116686165617	0.092140360482	0.00518925638457
a42	0.0101215568596	0.259021979287	0.275929226247	0.261019795206	0.182221163494	0.0116862227949
a37	0.0118998269532	0.106841444429	0.127593772082	0.344613281735	0.357523447831	0.0515282199316
a31	0.0222918859844	0.0577560694763	0.0679347960273	0.264907557245	0.37383162261	0.213278079977
a20	0.0350542536615	0.0498193514921	0.0572668306758	0.210216359082	0.306294347537	0.341348859992
a31	0.0469813695538	0.0531338084974	0.0586839702253	0.169957456361	0.237640795846	0.433602619997
a8	0.0606684285179	0.0630355341658	0.0657336600751	0.114200618787	0.141465811949	0.554895953332
</S>	0.064261312259	0.0657312820829	0.0675213300375	0.0990850693935	0.116260255974	0.587140746666
