 	il	dito	si	gonfiò	</S>
a39	0.194065775	0.76397109	0.00056161687	0.0091711073	0.03223031875
a13	0.415911481667	0.564720232	0.000770377203333	0.00534072053333	0.01325714535
a31	0.774955860556	0.212789234	0.000678003111111	0.00491242841111	0.00666447971667
a20	0.801278406852	0.162837882667	0.00275349774704	0.0272632384704	0.00586701023889
a31	0.735525455617	0.184840684222	0.00411180924901	0.0710929628235	0.00442912737963
a11	0.742921865206	0.109485958074	0.002506799983	0.133135120941	0.0119502587599
a31	0.656491135069	0.123994426025	0.00789009922767	0.15579510698	0.05582920692
a39	0.506785088356	0.174793042008	0.0198668720759	0.146724972327	0.151830022307
a31	0.369628619452	0.181184850669	0.0760517840253	0.134720469109	0.238414290769
a41	0.250799053151	0.182574013556	0.130338318008	0.10677432137	0.329514306923
a46	0.179644507717	0.152359064519	0.129969076003	0.09932080379	0.438706545641
a31	0.142378460572	0.132089421506	0.123351330334	0.10346171793	0.498719048547
</S>	0.131225632286	0.125932410753	0.121135392667	0.107093983965	0.514612574273
