 	era	molto	stanco	</S>
a46	0.00720786385	0.58303632	0.25204242335	0.157713356
a8	0.0130197112833	0.83947224	0.0936526420167	0.0538554206
a37	0.0573786150944	0.694559923333	0.0807884846722	0.1672730348
a31	0.152321851698	0.489051501111	0.0772024368907	0.281424258267
a0	0.206695303899	0.565066833704	0.0440750969636	0.184162787422
a20	0.256824964633	0.618705231235	0.0266218099879	0.0978479818073
a31	0.245180076211	0.631605847078	0.0165076143293	0.106706438602
a39	0.183278386737	0.637964399026	0.0161719177764	0.162585299534
a41	0.191841315579	0.534025013009	0.0432466409255	0.230887069845
a31	0.20155260186	0.38301289767	0.107817913642	0.307616626615
a28	0.21811075062	0.28577770589	0.167802307881	0.328309262205
a11	0.23161617354	0.257809195297	0.19275765596	0.317816994068
a20	0.221390657847	0.233492825099	0.193976171987	0.351140378023
a31	0.207452885949	0.212526248366	0.191469503996	0.388551392674
a11	0.201196551983	0.204016876122	0.192033614665	0.402752990891
</S>	0.200669310991	0.203830808061	0.192373437333	0.403126495445
