 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
a39	0.1130198	0.1431191365	0.002277428	0.000332455883	0.000244679885	0.0299881585	0.25426382	0.179518076	0.000185049515	0.01676241675	0.0331396213	0.07212452845	0.1206560355	0.02890674761	0.00357025775	0.00016975598	0.0017220698312
a31	0.174498133333	0.2586030565	0.00671334326667	0.000776960861	0.000344838755	0.0268219596667	0.242466123153	0.177531022567	0.000106192146333	0.0163780010953	0.013242394	0.02590518255	0.0430924888333	0.01032248781	0.00222610841667	0.000372975003333	0.000598739847867
a20	0.210700486444	0.323041180167	0.0351279330889	0.0132131422203	0.006920661045	0.0311303677222	0.094493539871	0.0871905714223	0.000867341056778	0.0103175285438	0.00614260936667	0.01857351795	0.118780789611	0.0185256751367	0.0173504609389	0.00672792758444	0.000896250832622
a31	0.109398537481	0.150847328722	0.0453331960296	0.0194789401734	0.010245869115	0.0436395975741	0.0903457756237	0.0890387104741	0.00213747738559	0.0423672121813	0.00534982562222	0.01634986815	0.235196476537	0.0353549533789	0.089549408313	0.0141093738615	0.00125742935421
a21	0.0500765024937	0.0688117602407	0.0338292686765	0.0161835708245	0.008195564805	0.0424715341914	0.108832053208	0.088674288158	0.00277040546186	0.0836082573938	0.0167714667074	0.0126232008833	0.244828165512	0.0295257131263	0.181670839438	0.0104175431872	0.00070984631307
a31	0.0251363362979	0.0343148280469	0.0242157552255	0.0126528650848	0.006352205535	0.0305284735971	0.0734586970693	0.0577693959193	0.00204919371062	0.0649401662979	0.0198246060691	0.0101011712944	0.163146099837	0.0198110773754	0.451700989813	0.00375365121907	0.000244463683023
a13	0.00971106413263	0.0132471375156	0.0100065107418	0.00551945813827	0.00277707251167	0.0142183930657	0.0402480236898	0.0332140771731	0.00229248039354	0.039761443266	0.0186150638564	0.00479956099813	0.0666702669457	0.0286427551251	0.708762329938	0.00142726224302	8.7089480341e-05
a8	0.00649716627754	0.00932084537187	0.0078142625806	0.00453510184609	0.00253941497056	0.0125070241886	0.0603867578966	0.045613577391	0.00260149528785	0.0353967287553	0.0187132649521	0.00330569939938	0.0332761783152	0.231845385042	0.523612198313	0.00198008286101	5.48485511137e-05
a24	0.00460697152585	0.00704077945729	0.0057818197602	0.00323188361536	0.00201643110019	0.00912925456287	0.0592916362989	0.040044395797	0.00172155811928	0.0197222928184	0.010832661984	0.00202648274646	0.0184757976384	0.290924147681	0.522863321104	0.00224119803034	4.93802973712e-05
a8	0.00449142860862	0.00698868365243	0.00561772548673	0.00317996037179	0.0022043032434	0.00891566785429	0.0645167490996	0.039524263599	0.00164646723976	0.0160269051728	0.008132748528	0.00138257382882	0.0109010024128	0.268626415227	0.550502400368	0.00728733255345	5.53401807904e-05
a31	0.00495531866954	0.00765702855081	0.00607046849558	0.00351098375726	0.0026187824478	0.0093917110181	0.0664479536999	0.039416378733	0.00165740414659	0.0139930856576	0.00686118704267	0.00144611214294	0.00885001580427	0.267171691742	0.549979860123	0.00982697185115	0.00014502193693
a29	0.00359662735651	0.00490730035027	0.00431196416519	0.00299063488575	0.0022421236826	0.00741004373937	0.0469985285666	0.0332571984443	0.0037657317822	0.0159523511525	0.0115232620142	0.00139149711431	0.00458565806809	0.132061410581	0.718738353374	0.00598619761705	0.000281137905643
a31	0.00566760811884	0.00696714445009	0.0064302463884	0.00498015629525	0.0041094423942	0.00946396274646	0.0465534075222	0.0371377564814	0.00563875526073	0.0196266947175	0.0163479813381	0.00199346987144	0.00349031515603	0.098797578527	0.725705841125	0.00629093287235	0.000798704785214
a37	0.00929764437295	0.0094652208167	0.0101521511295	0.00892282676508	0.00708163896473	0.0189839160822	0.0941268871741	0.0691826778271	0.00803130342024	0.0305696699058	0.0273071007794	0.00264660485715	0.00292496451868	0.101329647842	0.592687093708	0.00616704962412	0.00112357216174
a8	0.0142779671243	0.0132747076056	0.0157986303765	0.015346954255	0.0116731589882	0.0336845980274	0.198370275725	0.175380769276	0.0136548391401	0.0694722486353	0.0303882842598	0.00207000696905	0.00162663687289	0.094565814614	0.305489651903	0.00424408400804	0.000681363592247
a31	0.0207887803748	0.0202280792019	0.0221771077922	0.020898336085	0.0174785763294	0.0389088660091	0.190227828575	0.178296184092	0.0142855877134	0.0716624008784	0.0318747184199	0.00547563060635	0.00542959585763	0.0902259802047	0.255257934634	0.00517143346935	0.0116129639024
a1	0.0263066387916	0.0256623324006	0.0272582139307	0.0254776860283	0.0226292761098	0.0413365726697	0.171378046192	0.164386282364	0.0157934325711	0.0635204169595	0.0385239074733	0.00701930203545	0.00679576988588	0.0818567197349	0.261309974878	0.00547888538978	0.0152665426641
