 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.4781283465	0.370106406	0.1073868527	0.01073581445	0.025018466	0.003593693097	0.0050303599
a31	0.4618033465	0.372260860667	0.1214990719	0.0141758508167	0.026512482	0.00124613710033	0.00250223153333
a7	0.470523413833	0.249703048889	0.246198964967	0.0183379562722	0.0131651472	0.000486651903443	0.00158481653111
a31	0.190043105278	0.30361557963	0.467467654989	0.0225013104241	0.0152264799333	0.000236119072814	0.00090973814037
a20	0.123052870759	0.288490939877	0.534944351663	0.0202892351414	0.0322101209778	0.000565249295938	0.000447222690123
a2	0.10975149092	0.189979479959	0.496527127221	0.0274618750471	0.158386812326	0.0153629402653	0.00253028206337
a41	0.05837662364	0.087102558653	0.365381169074	0.0356175850157	0.414052164109	0.0327377967551	0.00673211512112
a20	0.0280689205467	0.039905632551	0.208173333025	0.0675059950052	0.59724312137	0.042407385585	0.016695633707
a46	0.0288816241822	0.0341162641837	0.116327272342	0.126129938335	0.58255618379	0.0525760438617	0.0594126912357
a31	0.0580517587274	0.0605726787279	0.101581360447	0.150674842778	0.407527311263	0.0740166299539	0.147575423745
a11	0.0909866195758	0.0916386112426	0.109364325149	0.149952497593	0.241827577088	0.100060631651	0.216169741248
a35	0.109943909859	0.109760947081	0.11736506505	0.160860015864	0.184149795696	0.11410548555	0.203814780416
a31	0.11241213662	0.112124764027	0.116079740017	0.151387716955	0.152041678565	0.114002138517	0.241951826805
a11	0.0985993922067	0.0982825896757	0.099870490339	0.119562440652	0.115795729522	0.099989722839	0.367899628935
a28	0.0878332007356	0.0875178332252	0.088089807113	0.0999002402173	0.0965320945073	0.0890822909463	0.451044509645
a20	0.0815865455785	0.0813319244084	0.0815893407043	0.0893689067391	0.0868871228358	0.0820705783154	0.497165573215
a10	0.0798882788595	0.0796567598028	0.0798117902348	0.0855648355797	0.0839064642786	0.0800957507718	0.511076147738
a31	0.0833001512865	0.0830614049343	0.0831080734116	0.0865408918599	0.0852014560929	0.0833398869239	0.495448162579
</S>	0.0845452356433	0.0843011174671	0.0843322967058	0.0870598209299	0.0860293950464	0.0845212484619	0.489210901289
