 	stava	ancora	cucinando	</S>
a8	0.00070814265	0.519289693	0.00119239982755	0.478809819515
a46	0.0109633542833	0.829017164333	0.00040297182955	0.159616551617
a24	0.0228341877611	0.921964071444	0.000204661155183	0.054997105074
a37	0.0400903452537	0.937760273815	0.000204800165061	0.021944593458
a20	0.0773527017512	0.910973957938	0.000371413281687	0.0113019518193
a31	0.0965597572504	0.869582919313	0.0013844948839	0.0324728866064
a37	0.0671796080835	0.870224926438	0.0024944322613	0.0601010248688
a31	0.0400764016945	0.891064138813	0.0066754541871	0.0621839389563
a20	0.0503411605648	0.838460222938	0.0171983670624	0.0940001923188
a31	0.104420226855	0.631046174313	0.0732261183541	0.191307424106
a6	0.140432372285	0.414381611438	0.122449119451	0.322736874702
a31	0.128565449095	0.278002780479	0.121100639817	0.472331124901
a20	0.128564331365	0.182821396826	0.125002196606	0.563612074967
a46	0.137152683788	0.158914345609	0.134846412202	0.569086571656
a31	0.150045734596	0.158620905203	0.148894844067	0.542438543885
</S>	0.158748687298	0.163204487602	0.158146037033	0.519900831943
