 	sto	e	cucino	</S>
a31	0.2708099465	0.47344312	0.180773321	0.0749736225
a20	0.3359037755	0.400831753333	0.227191507	0.0360729805
a31	0.394942585167	0.366459257778	0.199827109	0.0387710795
a37	0.499611285056	0.223241035926	0.240627776333	0.0365199332667
a18	0.557231775019	0.172543941975	0.256072532111	0.0141517395889
a31	0.441443426673	0.149967433992	0.391919160704	0.0166699839296
a20	0.191027895558	0.149520301331	0.628971046901	0.0304807956432
a31	0.113434526853	0.174111200444	0.6375859323	0.0748683485477
a28	0.144061608951	0.208988150148	0.478475877433	0.168474346183
a33	0.173582772984	0.219066393383	0.340557385811	0.266793448728
a31	0.175927614328	0.201902981128	0.262365488604	0.359803889576
</S>	0.179486257164	0.190512060564	0.220576394302	0.409425229788
