 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.39356396	0.24453118	0.111149347	0.033262304	0.0257206165	0.0325633735	0.0097278227	0.09370559805	0.055775803302
a28	0.243216783333	0.45702746	0.112748005667	0.0338610563333	0.0211767888333	0.0686843421667	0.0128561615667	0.0315881982833	0.0188412050687
a31	0.142541384444	0.615301836667	0.059794303889	0.0413203687778	0.0172397836111	0.0783132883889	0.0267938021889	0.0116701017611	0.00702514935623
a8	0.297517944815	0.486146552222	0.0793156232963	0.0378889539259	0.0163538318704	0.047152690463	0.0277763496296	0.00500268628703	0.00284537585374
a31	0.544285264938	0.237762772074	0.0813770664321	0.0210579108753	0.0172254566235	0.0588680821543	0.0255016841099	0.0128633756957	0.00105840420958
a28	0.571184198313	0.122171334025	0.0498366074774	0.0114082911918	0.0135798978745	0.125169276051	0.07885460337	0.0270642225652	0.00073159147986
a10	0.411498122771	0.0916691133417	0.0430806314925	0.00984417906393	0.0109430446248	0.19331038535	0.198427074457	0.0396003381884	0.00162710857995
a39	0.313919220924	0.140944334447	0.0646120828308	0.0125659703546	0.0128490118749	0.181701665117	0.233728674819	0.0369688473961	0.00271017795998
a31	0.259780700308	0.147010501482	0.0675091219436	0.0135246744515	0.012803853625	0.144290198372	0.224100621606	0.122995983799	0.00798432565333
a20	0.280413920103	0.0992935838273	0.0538900233145	0.0135302848172	0.0120384562083	0.141837692791	0.233031603869	0.156355981266	0.00960842765111
a31	0.293257293368	0.0809361102758	0.0469333967715	0.0128563190391	0.0105740558694	0.124368419264	0.176454464623	0.238683483755	0.0159364226504
a18	0.292342897789	0.0712297990919	0.0471587662572	0.0159200974464	0.0101239304231	0.109556629421	0.164641331541	0.270613017918	0.0184135232835
a41	0.42370260593	0.0984657230306	0.0704497854191	0.0220024261488	0.010981014641	0.096283189807	0.157463963847	0.112407241639	0.00824404532783
a7	0.409981301977	0.0821371143435	0.058344797473	0.0189612140496	0.00825267261367	0.0765385386023	0.152623381282	0.173181809546	0.0199791392759
a38	0.402924423992	0.0777938801145	0.056503021491	0.0213542543499	0.00773384927122	0.0668610918674	0.147892547094	0.194282781182	0.0246541247586
a10	0.359828044664	0.0695518733715	0.051946204497	0.0206621487833	0.00771948709041	0.0590309396225	0.151700215698	0.225323511727	0.0542375532529
