 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
a23	0.0135728611	0.205935415	0.065152453	0.10593886	0.143676669	0.0558785981	0.0137291455	0.0155946165	0.047040682	0.105657192	0.21069300565	0.013191282935	0.0039392040955
a31	0.0100349347667	0.252701135	0.153136861	0.114446983333	0.145354075667	0.0600522557	0.0151903555	0.0264129865	0.0567080693333	0.0781454016667	0.08155383565	0.004863539035	0.00139955236217
a7	0.0124757835889	0.329457558333	0.204479190333	0.106882187778	0.0997634712223	0.0415314915667	0.0197512951667	0.0456451065	0.0503787964444	0.0436545090556	0.0430110932167	0.00238806931167	0.000581446598723
a20	0.0144193521963	0.339494112778	0.163113478111	0.151121652593	0.154182580407	0.0346256985222	0.0230215350556	0.0438062628333	0.0338212354815	0.0201823004185	0.0204094061722	0.00157298410389	0.000229393251741
a17	0.0271500590654	0.322758084259	0.119556514037	0.198670167531	0.224175070136	0.0239028815074	0.0167442816852	0.0247989746111	0.0195687961605	0.0105107993728	0.0108375308241	0.00124016526796	8.66753400803e-05
a39	0.0820917816885	0.26932772142	0.0828671673457	0.20749183251	0.249269190045	0.0266390241691	0.0140649848951	0.0178686772037	0.0184178757202	0.00854813179093	0.017796658608	0.00547603852265	0.00014093068536
a31	0.256965870563	0.186444248807	0.0563944941152	0.160560700837	0.192267593348	0.0322680603897	0.0177179386317	0.0222304250679	0.0273122222401	0.00879549526364	0.0236437082027	0.0135667041742	0.00183253361845
a13	0.307000040188	0.136699487936	0.0406704603717	0.125490620279	0.146444841116	0.0349990047966	0.0296532898772	0.040905168356	0.05175738308	0.0174086390879	0.0403972480676	0.0231125717247	0.00546120543948
a17	0.207097413396	0.153968052645	0.0476410217906	0.142683340093	0.158487140372	0.0435414249322	0.0322743956257	0.0459911697853	0.06303970436	0.0256848783626	0.0497985970225	0.0224844189082	0.00730841224649
a3	0.209115754465	0.154068480882	0.0506775855969	0.141674186698	0.144485568791	0.0456855026441	0.0284162612086	0.0412834969284	0.0664383647867	0.0377308914542	0.0403836980075	0.0250138026361	0.0150264115155
a18	0.265300561488	0.135491086961	0.0434980285323	0.123598027233	0.114647139597	0.0401423618814	0.0290622977362	0.0418197823095	0.0717209782622	0.0526969708181	0.0343613186692	0.028531670212	0.0191297848385
a31	0.309564150496	0.126296655654	0.0424702748441	0.115167817411	0.0952614878657	0.0385616466271	0.0293156139121	0.0401339494365	0.0698992847541	0.0610240952727	0.0235834880564	0.0269933360707	0.0217281919462
a37	0.343802203499	0.107470745218	0.0362763362814	0.0947985124703	0.0722209542886	0.0340614135424	0.029999305304	0.0435109251455	0.070481646918	0.0700109164242	0.0239902198521	0.0463061320236	0.0270706633154
a41	0.4406688245	0.091400568406	0.0306171630938	0.0775907041568	0.0551489364295	0.0296778358475	0.0279639564347	0.0390157470485	0.055669272306	0.0616219891414	0.0241927831174	0.0481750266745	0.0182571707385
a35	0.502684208167	0.0877328961353	0.0315502426979	0.0720535447189	0.0510531088098	0.0338429546158	0.0311356521449	0.0348584210162	0.038860436102	0.0437139087138	0.0220977668725	0.0397261175582	0.0106907228795
a31	0.475525699389	0.0979616987118	0.034188488566	0.0765058129063	0.0551934579366	0.0426379108719	0.038251429715	0.0376498616721	0.0328387773673	0.0297899079046	0.0204040499575	0.0411468191861	0.0179060279598
a24	0.33243156313	0.0831257579039	0.0290489481887	0.0634519536354	0.0476261619789	0.0401237232906	0.033696838905	0.031096784224	0.0270833637891	0.0275896909682	0.0743135216525	0.171829203729	0.0385823959866
a37	0.184063071043	0.0698292243013	0.0339362583962	0.0487966392118	0.0454556633263	0.0556917640969	0.0362256603017	0.0318033260747	0.0266577425964	0.0354447976561	0.118278117217	0.25357081791	0.0602468636622
a29	0.124638603014	0.0684690004338	0.0410410364654	0.0481647397373	0.0492784561088	0.0667198830323	0.0426556047672	0.0387414600249	0.0339614018655	0.051250016552	0.145095252406	0.228692912637	0.0612916342207
a24	0.080421550338	0.0570633414779	0.0385058011551	0.0439098089124	0.0463598613696	0.0575165893441	0.0411120029224	0.039219375675	0.0395252262885	0.0655284655173	0.190064840802	0.243464444212	0.0573086927402
a46	0.074212813446	0.0716255281593	0.0475987627184	0.0512785906375	0.0573975731232	0.0770831397814	0.0503761443075	0.045057565225	0.0397847854295	0.0605546551724	0.172684846934	0.197950871404	0.0543947309134
a31	0.0785642361487	0.0776494613864	0.0530206442395	0.0547382545458	0.0616033277077	0.0875107765938	0.0552259467692	0.048802975075	0.0402521338098	0.0551111210575	0.137198972311	0.162303700468	0.0880184603045
a20	0.0739305170496	0.0672053681288	0.0524936947465	0.0534871448486	0.0573362959026	0.0759614588646	0.0539844719231	0.050769957025	0.0469813366033	0.0601241750192	0.117129097437	0.137715585489	0.152880903435
a31	0.0657749456832	0.0618352997096	0.0539544285822	0.0546425979495	0.0567129476342	0.0670362739549	0.0548036749744	0.053382356675	0.0524532352011	0.0622808553397	0.0968321391457	0.102095240496	0.218195991145
a0	0.0573730052277	0.0546850672365	0.0498539628607	0.0513522533165	0.0527575475447	0.0559340756516	0.0511792083248	0.050625322225	0.0516922487337	0.0619566947799	0.101552843049	0.0937381501653	0.267299600382
a31	0.0524206284092	0.0509836697455	0.0476656229536	0.0493828647722	0.0505073218482	0.0505323452172	0.0491586394416	0.049067617075	0.0509730955779	0.0614340239266	0.101446986016	0.0883851467218	0.298042033461
a46	0.0528535388031	0.0508140459152	0.0490666909845	0.0499643359241	0.0505224506161	0.0506675304057	0.0499101471472	0.050273970025	0.0520124551926	0.0599152956422	0.082134893672	0.0746842189073	0.32718040782
a33	0.056751443601	0.0569246353051	0.0549696069948	0.0555779079747	0.0566243235387	0.0580382638019	0.0561177997157	0.0582487323417	0.0635738103975	0.0856320185474	0.111845821224	0.0562300246358	0.22946560294
</S>	0.0628411988005	0.0639842526526	0.0614295684974	0.0618492139874	0.0634001767694	0.0664699594009	0.0628599348579	0.0664756261708	0.0750022731987	0.110115599274	0.141180575612	0.0401726548179	0.12421897197
