 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.43924272	0.3793540825	0.099455161015	0.0036147791795	0.000778128945	0.04761606	0.02993901
a24	0.342742463333	0.3789671875	0.189124563672	0.0285303943265	0.0116430682683	0.0319017273333	0.0170905513333
a31	0.555310377778	0.1673853245	0.190603814557	0.0390426861088	0.0154598365561	0.0195539890444	0.0126439444444
a0	0.470949778259	0.0891682668333	0.281167241519	0.138411858703	0.00606152675203	0.00716049910147	0.00708080367813
a31	0.329144951753	0.111521518944	0.352333837173	0.182913998901	0.00656022235068	0.0139025831872	0.00362287158938
a17	0.505409507251	0.129577952981	0.239146902391	0.084779088967	0.0135253127836	0.0216712807291	0.00588996702979
a13	0.60966018575	0.12129824766	0.159735607464	0.0383118953223	0.0242451082612	0.035444563243	0.0113044126766
a31	0.45187236525	0.11634384422	0.109709987821	0.0157492276408	0.150469404754	0.138319797748	0.0175353935589
a20	0.20164852675	0.07567579274	0.0607758659403	0.00626621826693	0.327842314918	0.308332855916	0.019458430853
a31	0.0851116929167	0.04275046358	0.0323031933134	0.00578366760898	0.365270641639	0.422645458639	0.046134862951
a23	0.0481946266389	0.03456067086	0.0278920694378	0.0125500785363	0.323465737213	0.425240059546	0.128096730984
a8	0.0466060765463	0.04352301862	0.0388851081459	0.0287089561788	0.265657325738	0.333479219849	0.243140286995
a20	0.0686098898488	0.06945583654	0.0649399580486	0.0566245003929	0.196358828579	0.208866606616	0.335144402332
a31	0.106718473283	0.10769236418	0.103403638016	0.0963423917976	0.12950303886	0.110634157872	0.345705947444
</S>	0.129674686642	0.13002657209	0.125862754008	0.119781400899	0.09561300343	0.073831762436	0.325209808722
