 	forse	non	li	ha	a	casa	</S>
a28	0.039688242	0.478844905	0.088966556	0.12497785	0.2336492885	0.0119622105565	0.021910888461
a10	0.080636286	0.662307678333	0.0969530586667	0.0482666113333	0.0998730698333	0.00443885478983	0.007524400061
a31	0.105332135333	0.726791436111	0.0952583215556	0.0200321650778	0.0475044321111	0.00209792859661	0.00298353575367
a21	0.089243984111	0.705025612037	0.178578429185	0.00847422032593	0.0165094851237	0.00090052909887	0.00126771367272
a37	0.056251881037	0.714818270679	0.209148406395	0.00963623110864	0.00911394396123	0.000594571152957	0.000436682811073
a31	0.0548307343457	0.67940926356	0.167646175465	0.0264185353695	0.0664246399871	0.00472681570432	0.000543803535691
a37	0.0997714147819	0.473048617853	0.159200685155	0.0755525911232	0.178374253329	0.0114397239014	0.00261268014523
a31	0.118088151594	0.264104412618	0.135565068385	0.163252943708	0.28371621111	0.0281086749671	0.00716451971508
a37	0.128991517198	0.130369352539	0.103181382795	0.222468167903	0.338713957037	0.0673957306557	0.00887990667169
a31	0.124134845733	0.083289792513	0.095294034265	0.278663619301	0.301339055679	0.101787470219	0.0154911913239
a21	0.0997633552443	0.0599152888377	0.0805208270883	0.277115806434	0.302243395226	0.156635090073	0.0238062344413
a31	0.0947484670814	0.0579814792792	0.0748057463628	0.206640508811	0.275979131742	0.171086783358	0.118757903814
a20	0.0891229976938	0.0768762914264	0.0917237037876	0.176503402937	0.188444943914	0.134979427786	0.242349234605
a31	0.0906201225646	0.0845292038088	0.0916929112625	0.146654794312	0.146516044638	0.118388542595	0.321598344868
a37	0.0893069475215	0.0869437666029	0.0896079304208	0.116350231437	0.112454474879	0.101138007532	0.404198614956
a33	0.0825412658405	0.0807091388676	0.0830685301403	0.100584551812	0.0967953336263	0.0896412825107	0.466659871652
</S>	0.0772861729203	0.0763276114338	0.0798330750702	0.095246437906	0.0912010848132	0.0836015862553	0.496503985826
