 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.0922363572	0.119362175	0.46172318	0.23769203	0.0775070858	0.011479169085
a31	0.0327626237	0.155694368333	0.616586456667	0.163491993333	0.0273865088	0.00407803400167
a24	0.0329962644	0.412472612778	0.460172923222	0.081189769111	0.0109966996667	0.00217171108389
a37	0.0623171198	0.637419760926	0.223539268741	0.0696533477037	0.0055324297889	0.00153807881796
a14	0.0911717149333	0.486439936975	0.30404524958	0.110945125901	0.00640891742963	0.00098907422932
a29	0.0937953749778	0.249649368992	0.47026949986	0.177224448634	0.00680034690988	0.00226093640977
a0	0.0639684459926	0.129855666331	0.530205633287	0.266481482878	0.00520201690329	0.00428670293659
a29	0.0468934786642	0.0911885854437	0.523855997762	0.329155827626	0.00415420193443	0.0047518951122
a20	0.0461583762214	0.0930162704812	0.500878259254	0.352288582542	0.00378833627814	0.00387016990407
a31	0.0583248564071	0.138422448827	0.426601059751	0.340273274181	0.0201945495927	0.0161837968347
a24	0.0731095588024	0.147881087609	0.33857160325	0.298097794727	0.0642460898642	0.0780938469449
a46	0.0885800109341	0.15909957387	0.289762864417	0.266570508242	0.0907075982881	0.105279425648
a31	0.113648194978	0.18372461129	0.237781884806	0.228090752747	0.107688651096	0.129065908549
a0	0.115690149993	0.143914143763	0.190033848269	0.182467220916	0.148726170365	0.21916847285
a20	0.112405974998	0.125501941254	0.16207294609	0.156896380305	0.156823133455	0.286299617617
a31	0.120382774999	0.128454377085	0.147164228697	0.143830630102	0.138162501152	0.322005472539
a46	0.123790075	0.127261562362	0.139040799566	0.136570726701	0.133359657051	0.339977167513
</S>	0.1244266575	0.126822011181	0.136663704783	0.13450834335	0.132833228526	0.344746048757
