 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.1118592619	0.0244296593	0.273073398	0.0681414005	0.001536578175	0.248376455	0.022010085	0.0542702475	0.19630293303
a31	0.0446988275667	0.0590164064333	0.436383402667	0.0483586418333	0.001702573425	0.223456696	0.0335596683333	0.0854464308333	0.0673773863633
a46	0.0387788015222	0.216848778811	0.425602510889	0.0254293912778	0.001994138175	0.0986006643333	0.0546505834444	0.113502736944	0.0245924542011
a8	0.0408194765074	0.375131612937	0.34040418363	0.0577597880926	0.0108605472583	0.0413011071111	0.0444370063148	0.0807982663147	0.00848807406703
a20	0.0473967148358	0.306734716312	0.287522087877	0.0938912676975	0.0230158764194	0.023827370037	0.0501783856049	0.162116356105	0.00531723384234
a31	0.0526791349453	0.183019915437	0.231098032626	0.0866405042325	0.0211637121398	0.019249352679	0.0836936118683	0.317231398702	0.00522429351411
a20	0.161253601648	0.123248421146	0.200893804209	0.0631170347442	0.0114641133799	0.0124631392263	0.0926913672894	0.331782949567	0.0030855563047
a13	0.345518510549	0.0731306177153	0.124489744736	0.0337113532481	0.00572575972663	0.00893667217543	0.110368319096	0.295011643189	0.00310738370157
a14	0.360608063516	0.0401957152384	0.067415008912	0.0193464300827	0.00399596317554	0.0101668468251	0.176489303032	0.314170044396	0.00761261003386
a0	0.267783347839	0.0214047308461	0.0353822736373	0.0114502633609	0.00309729175851	0.0130693544417	0.259248461011	0.372969988132	0.0155943063446
a31	0.168295812613	0.0111179228154	0.0177034655458	0.00672078578697	0.0025047122195	0.0202784959806	0.336729947004	0.416179109377	0.0204697881149
a37	0.0882604665377	0.0072706513718	0.0111671878486	0.00544879462899	0.00279438803983	0.0315249183269	0.394092692335	0.443100349792	0.016340521705
a35	0.0663904845126	0.00666348245727	0.0087414456162	0.005373879243	0.00372986037994	0.0379956807756	0.403675640778	0.456237136597	0.011192321235
a17	0.0586071725042	0.00842837048576	0.0102663565387	0.007531719081	0.00586057645998	0.0431953962585	0.384375870259	0.472811958866	0.00892254507833
a31	0.0409519800014	0.00876709339525	0.0105124786796	0.00868069036033	0.00687091148666	0.0465191514195	0.353032926753	0.512795086289	0.0118696876928
a15	0.0390517631671	0.0621420096984	0.0602772327265	0.0547329651201	0.0446652694956	0.0891277638065	0.259861752251	0.378785222096	0.0113560297309
a31	0.0364761030557	0.0833658548995	0.0807507832422	0.07433288604	0.0606223841652	0.117615037935	0.20431312075	0.316487247365	0.0260365437436
