 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.10526035506	0.0808779932	0.0087977712	0.00070680033	0.04513003	0.074549258	0.03033754485	0.0409631475	0.1710645148	0.0849813175	0.0097676224	0.050400735	0.07098316	0.048556172	0.0329720182	0.14023587762	0.004415668685
a11	0.0378897143933	0.0320368288667	0.0135576275333	0.00737326061	0.0992182233333	0.253886546	0.03776268295	0.0427375731667	0.1698009556	0.0803223238	0.00390099531333	0.0429066258333	0.0804704	0.031864391	0.0174935318667	0.0472277313733	0.00155058121433
a37	0.0164426912978	0.0182167242889	0.0183629338444	0.01233363187	0.116269721111	0.445212502	0.05280231565	0.0371590317222	0.0633772468667	0.0278695617333	0.00178367201778	0.0285938594444	0.0937231366667	0.02601861	0.0239271142889	0.0172882513111	0.00061899383411
a28	0.00741870726593	0.0127641980963	0.0132464052815	0.00957235095667	0.0708650437037	0.385655227333	0.0766792752167	0.0642607452407	0.0525775832889	0.0140747857444	0.00226873733926	0.102589183148	0.112982858889	0.0247326983333	0.041977716763	0.0080053641037	0.00032910908137
a31	0.00381185218864	0.00791742226543	0.00792402942717	0.00573880111889	0.0328870147346	0.193282998444	0.0569953124056	0.0598483420802	0.0533561824296	0.0154295465815	0.00497853144642	0.396574411049	0.0857118882963	0.0218154446778	0.0482169915877	0.00535094060123	0.00016027045379
a21	0.00871638082955	0.00389075755514	0.00369441220906	0.00270858877296	0.0122802671782	0.070381395148	0.0276128801352	0.0385734756934	0.0405977421432	0.0261017261938	0.00760385848214	0.662994277016	0.0367006384321	0.0129882414593	0.0378805901959	0.00719230986708	8.242412793e-05
a31	0.0124793190432	0.00255904228505	0.00233213216969	0.00175607297765	0.00531669472607	0.0279849769493	0.0171212930451	0.0281909965645	0.0297424363811	0.0316066900646	0.00674337039405	0.748100079005	0.0212151678107	0.0111031088198	0.0369085070653	0.0159352879557	0.00090480332931
a10	0.0070170827144	0.00124315331168	0.00118782682323	0.00092520786255	0.00229815656202	0.0110789129364	0.0082477476817	0.0137494236548	0.017353278127	0.0450983273549	0.00482578036468	0.775843293002	0.0127111596036	0.0123299942733	0.0486235243551	0.0335993969852	0.00386775677644
a31	0.0038158753048	0.00100956388723	0.00103602687441	0.00087933767085	0.00143304167401	0.00522536553213	0.00543552022723	0.0091763123516	0.0118886238423	0.055632305785	0.00416071885489	0.712411517667	0.0173209848679	0.0232553284244	0.0661631984517	0.0683152643284	0.0128410504255
a3	0.0028522919016	0.00116983179574	0.0013019309248	0.00116207309028	0.00145349852467	0.00364839471071	0.00498899930908	0.00842883055053	0.0109765470808	0.0731287889283	0.0034292144183	0.651330269222	0.0226754036226	0.0281130761415	0.0732038544839	0.0895983417761	0.0225387024752
a28	0.00179716063387	0.00118404923191	0.00154966747493	0.00142423783009	0.00163023154156	0.0033153689369	0.00516483746969	0.00859849261684	0.0103995083603	0.0810004079761	0.0031478968061	0.521546466407	0.0248040772075	0.0267094437138	0.0956381481613	0.170924315592	0.0411657488251
a31	0.00171480014462	0.0017309515773	0.00260990742498	0.0024711353767	0.00273540308052	0.0050368823123	0.00824144362323	0.0114575452056	0.00836542778677	0.060930887992	0.0033814740687	0.349559742136	0.0444769857358	0.0356241399046	0.122558407387	0.284147558531	0.0549573419417
a20	0.00216413061487	0.00314253922577	0.00506762700833	0.00491743132557	0.00524521879351	0.00813948743743	0.0126084248744	0.0167535650685	0.0107164602623	0.071406614664	0.00351231138957	0.326602974045	0.0764966539119	0.0467597596349	0.104213987129	0.257379272844	0.0448735483139
a0	0.00202603577162	0.00306113370859	0.00560947506944	0.00557046890852	0.0058842552645	0.00857767814581	0.0129490602915	0.0189402950228	0.0129818927541	0.0967000202213	0.00426793716319	0.279172891348	0.0661718169706	0.037400218545	0.127745369043	0.240313557615	0.0726278647713
a20	0.00260519169054	0.00382888216953	0.00621291308981	0.00615898010284	0.0065840104215	0.0102752277153	0.0161773337638	0.0233454183409	0.0149754792514	0.106983783407	0.00573666178773	0.213654247116	0.0670199706569	0.044217910515	0.133345895681	0.261859892538	0.0770181739238
a31	0.00317834106351	0.00470946118984	0.0079386206966	0.00787827236761	0.00849426180717	0.0139448969051	0.0225548842546	0.029785311447	0.0155012220838	0.100040612469	0.00643702812924	0.193400629039	0.086717946219	0.053600323505	0.101712031227	0.296484814179	0.0476213636413
a20	0.00349839402117	0.00553661829661	0.0130485878989	0.0132963131225	0.0140877732691	0.0210362743017	0.0323888914182	0.0407530624823	0.0172498590279	0.109189970823	0.00667001270975	0.16781684968	0.0983940034063	0.0454333511683	0.088695960409	0.285561031393	0.0373430912138
