 	prima	di	andare	alla	scuola	</S>
a7	0.0051354552375	0.44931737285	0.01627257757	0.02729711535	0.4438648165	0.05811265344
a11	0.0162304567458	0.48399707095	0.300153605857	0.0299545137833	0.1501891415	0.0194751611507
a43	0.0232404732486	0.202227218983	0.643447051952	0.0697651822611	0.0543981001667	0.00692194049423
a20	0.0323847694162	0.122324821661	0.530151250651	0.131130364087	0.178098154722	0.00591063923141
a31	0.0586355171387	0.140911330554	0.240214314884	0.141252978029	0.385243001574	0.0337428847438
a20	0.0572952857129	0.118026105518	0.097629878628	0.162508529343	0.481427153858	0.0831130949146
a31	0.0433615829043	0.0797529638393	0.0636260852093	0.186945266448	0.462295671286	0.164018468305
a20	0.0466166913014	0.0674031269464	0.0716380250698	0.208846628816	0.370095837095	0.235399689435
a31	0.0680332331005	0.0803180879821	0.0896652250233	0.198283449605	0.267056995698	0.296642996478
a20	0.0942267610335	0.100695045994	0.103020168341	0.163682826535	0.187058161899	0.351317048826
a31	0.104271447011	0.107985393665	0.10734400778	0.146288987178	0.151800933966	0.382309226275
</S>	0.109263603505	0.111205634332	0.10777304639	0.132672956089	0.133033896983	0.406050828138
