 	voglio	che	Maria	che	venga	domani	</S>
a8	0.001443197185	0.00960287615	0.0009916866625	0.3641185778	0.2918876	0.2239810225	0.107975069175
a31	0.000976071118333	0.0108344343833	0.00858312262083	0.397266479267	0.455767773333	0.0904509478333	0.0361211954983
a8	0.00461919463944	0.126076885461	0.114277978874	0.259894879756	0.435393587111	0.0474448282778	0.0122926267394
a31	0.0222114388798	0.209868875154	0.174820556291	0.232177163252	0.229234981704	0.118640893093	0.0130460741631
a24	0.0460097629599	0.210886055051	0.17695229543	0.198136331084	0.177140843901	0.172121697698	0.0187529933877
a31	0.06861903432	0.209958701684	0.225498845143	0.193088363695	0.105725634634	0.129319732566	0.0677896664626
a46	0.0600675771067	0.153211850561	0.190434995048	0.265410934565	0.108386838211	0.109106612522	0.113381182154
a31	0.0302840337022	0.101475065187	0.115136619349	0.321791744855	0.160159732737	0.148708805841	0.122443997385
a29	0.0166021165674	0.0540791190623	0.0608545831163	0.264842924952	0.245312930912	0.211433241947	0.146875075795
a20	0.0109506571891	0.0342548936874	0.0350533957054	0.257169291651	0.323753410304	0.220533043982	0.118285303598
a0	0.00971409739637	0.0286235368958	0.0244484925685	0.248870007217	0.357537516768	0.248150074661	0.082656282866
a31	0.0133800871321	0.0258597696319	0.0204308581895	0.200275979072	0.419337185589	0.24099811822	0.0797179942887
a23	0.0169604123774	0.0248105962106	0.0216328660632	0.195757123024	0.448612321863	0.239405086073	0.0528215937629
a31	0.0323169624591	0.0375110517369	0.0351838396877	0.187093747675	0.378217177288	0.223637718691	0.106039516921
a18	0.0525556514864	0.056094740579	0.0544242898959	0.185185155892	0.340475852429	0.172484082897	0.138780244974
a37	0.0677623311621	0.070591222193	0.069008946632	0.181744908631	0.296330067476	0.153652699299	0.160909867658
a31	0.085134627054	0.086396602731	0.085628865544	0.145865051544	0.209934642492	0.1192133981	0.267826839219
a20	0.0873446056847	0.087965747577	0.0875539635147	0.121976864515	0.160057030831	0.101232478033	0.353869296406
a31	0.0866770418949	0.0870601591923	0.0867950148382	0.107868766838	0.131993896944	0.0936055446777	0.405999555469
</S>	0.0897532809474	0.0899568995961	0.0897969854191	0.103470953419	0.119483383472	0.0912111173389	0.416327362734
