 	Marika	è	che	si	sposa	domani	</S>
a27	0.264366585	0.203073695	0.436444465	0.001197389015	0.01350612325	0.07993660607	0.0014751200715
a37	0.382168711667	0.170203605	0.409742821667	0.001562418305	0.00896719965	0.0267707153033	0.000584501818167
a31	0.627299370556	0.169733671667	0.172955573889	0.0131993514017	0.00593588711667	0.00997014376777	0.000905990352722
a11	0.528059823519	0.267634173889	0.15091432463	0.0345972038006	0.0124514643722	0.00536840932259	0.000974638504241
a31	0.32233644784	0.31322493463	0.251276931543	0.0812490279335	0.0172945471241	0.0142194250742	0.000398720104747
a37	0.17364650128	0.244630211543	0.412211400514	0.0917079719778	0.0190326210414	0.0584318883581	0.000339406084916
a31	0.106264367427	0.167003023848	0.481325110171	0.0812706933259	0.0795561156805	0.0813026294527	0.00327801352831
a6	0.0678445071423	0.0935059802827	0.456141880057	0.069858472942	0.230347905227	0.0673675898176	0.0149336588428
a20	0.0425730220474	0.0526869314276	0.319833673352	0.035247913814	0.426601711742	0.0935911432725	0.0294656306143
a31	0.0431980206825	0.0412439094759	0.158326489117	0.0325561876047	0.536046267247	0.139862497758	0.0487666528714
a20	0.0460326462275	0.043852426492	0.0954723633723	0.0402213978682	0.509483399082	0.164907689253	0.100030125957
a31	0.0532994380758	0.0522038068307	0.0739029101241	0.0507854926227	0.378898136361	0.147320733084	0.243589515319
a0	0.0666319980253	0.0664990569436	0.075903376708	0.0652071688742	0.237262545454	0.116094957695	0.372400925106
a20	0.0734939780084	0.0737310376479	0.0790372005693	0.0723857656247	0.183929228485	0.104684474565	0.412738328369
a31	0.0744697826695	0.0744101445493	0.0771353231898	0.0739007765416	0.152220486162	0.0937700635217	0.454093419456
</S>	0.0755834263348	0.0755012772747	0.0771523335949	0.0752556782708	0.130383068081	0.0880847317608	0.478039484728
