 	che	non	li	aspetiamo	</S>
a20	0.2523031015	0.1312209125	0.60410094	0.0039055267485	0.00846954353
a8	0.1035446465	0.340161005833	0.55092385	0.0019641986485	0.00340630516333
a7	0.0533221051667	0.426715831944	0.50747131	0.00178237951617	0.0107083456878
a35	0.0251927437222	0.178585477315	0.78144377	0.00115431637206	0.0136236563959
a46	0.230182735241	0.110986552438	0.651961133333	0.000546104817353	0.0063234309653
a31	0.573519768414	0.112361694146	0.300082194444	0.00189702083245	0.0121392723218
a11	0.689987212805	0.121558668049	0.122157427148	0.00341218277748	0.0628844994406
a31	0.584889804268	0.193986226016	0.0697985163827	0.0175167091925	0.133808769814
a0	0.450578368089	0.253307048672	0.0509153191276	0.0259039007308	0.219295386605
a31	0.336159602696	0.229706249557	0.0592705750425	0.0444979655769	0.330365628868
a30	0.247687507565	0.200219629852	0.0820793616808	0.0728025351923	0.397210969623
a0	0.246666982522	0.219049603284	0.0872430805603	0.0766703150641	0.370369999874
a31	0.218112590841	0.202096087761	0.0924277235201	0.083605906688	0.403757676625
</S>	0.17286466042	0.16299816388	0.09619964676	0.090684785844	0.477252738313
