 	lo	sentii	che	viene	</S>
a43	0.20458232	0.031295773	0.311316055	0.438707175	0.01409866825
a17	0.447750333333	0.031784324	0.304125627	0.205876581667	0.0104631632167
a11	0.636622044444	0.0144872634667	0.207845737667	0.130581283889	0.0104637258722
a31	0.419759691481	0.0104230599556	0.365117065889	0.19141533463	0.0132849212907
a46	0.263697640494	0.0078956687852	0.469213805296	0.25123643821	0.00795648433023
a6	0.266971023498	0.0032194565284	0.356196071765	0.369470982737	0.00414246134341
a31	0.425553884499	0.0172251806428	0.176060448922	0.373402270912	0.00775818678114
a15	0.412911864833	0.0242736213476	0.111311664641	0.416394270304	0.0351085275937
a20	0.245323071611	0.0330492575825	0.101117471547	0.500010403435	0.120499762531
a31	0.255467657204	0.0891020791942	0.0800649485157	0.397458927812	0.17790636751
a17	0.271599879068	0.158116243065	0.104031547505	0.297334709271	0.168917632503
a31	0.258929583023	0.200293644355	0.146158289168	0.191317787757	0.203300720834
a13	0.233496091008	0.203915228118	0.165721753056	0.124967073919	0.271899860278
a39	0.205541817003	0.190609469373	0.167211004352	0.101622072973	0.335015660093
a46	0.172469909001	0.165375666458	0.152227791451	0.084670305991	0.425256353364
a31	0.156996933	0.153477835486	0.14614461715	0.0756298006637	0.467750801121
a18	0.143808647667	0.141826078495	0.137528862383	0.0731998222212	0.503636583707
</S>	0.123451978833	0.121671184248	0.121800086191	0.0792501861106	0.553826591854
