 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
a23	0.0724638572	0.000584200215	0.2229046375	0.1640611605	0.002798131325	0.12323717755	0.312412302	0.08766200797	0.0138765256505
a31	0.0267616165333	0.000291433358	0.4933358625	0.211077040167	0.00316115330833	0.12233830365	0.108887037333	0.02941062447	0.00473694218383
a24	0.0234135481778	0.000211290135667	0.7061035875	0.175439543389	0.00201181273611	0.0417458304167	0.0386633373443	0.0106298811567	0.00178118256128
a31	0.0696468927259	0.00140942536856	0.663472475833	0.223648674463	0.00182278314537	0.0182846172056	0.0147089874814	0.00599737675223	0.00100875833376
a35	0.298260664242	0.00333339178952	0.432977275278	0.236450978154	0.00236509688179	0.0149518800685	0.00683260696047	0.00415415501741	0.00067397170292
a28	0.550143388081	0.00584898059651	0.199958330759	0.166081360718	0.00415822012726	0.0187158636895	0.0214642673202	0.0313815312391	0.00224815074597
a37	0.691438412694	0.00677182839884	0.083869679253	0.110895886573	0.00466507437575	0.0214236025632	0.0314863471067	0.045114822413	0.00433444154866
a39	0.772129687565	0.00755549799961	0.0412178074177	0.0759238125243	0.00443792112525	0.0232860875211	0.0306167023689	0.030950097471	0.0138824687162
a20	0.736080295855	0.0121063529999	0.0251033874726	0.0652444161748	0.00690145070842	0.035143221507	0.0460366287896	0.0358859454903	0.0374983285721
a31	0.511140488618	0.0122971478333	0.0169315151575	0.0557258567249	0.00836132643614	0.039853959169	0.0655960362632	0.190091460163	0.100002209524
a44	0.302187726206	0.0275221261111	0.0390537103858	0.065228578575	0.0228389206787	0.101223209723	0.115001698754	0.227821961088	0.099122080408
a31	0.200653922069	0.0315206325037	0.0483013121286	0.0764783311917	0.0282355065596	0.112787136241	0.117685361918	0.327534628063	0.0568031573693
a34	0.100450527356	0.0335453079679	0.0625442960429	0.0597593237306	0.0172964038532	0.0470756274137	0.101759506306	0.420992782688	0.156576202456
a31	0.072127274452	0.043507192656	0.157452125348	0.112914921244	0.0249143626177	0.0326869008046	0.091506248102	0.267397674229	0.197493286152
a18	0.0731799568173	0.0586471842187	0.212985975116	0.143801473748	0.0402705695392	0.0527288876015	0.118368528701	0.175313734743	0.124703676051
a31	0.0792745189391	0.0741254060729	0.241543405039	0.112328401249	0.0521366278464	0.0700225432005	0.131371566234	0.130867538248	0.10833000735
a18	0.085539736313	0.081596506691	0.23493713168	0.108663489083	0.0681065539488	0.0770196104002	0.113810398745	0.125572136083	0.104754445783
a7	0.100435550771	0.10001315023	0.177772293893	0.105902438361	0.0860167546496	0.0931136368001	0.119154666248	0.110477148694	0.107114328594
a17	0.10715878559	0.107222976077	0.166909027964	0.10903592612	0.0956890282165	0.0985188822667	0.0996818907493	0.101905436231	0.113878016198
a31	0.10827295353	0.108045153359	0.158375422655	0.10989517204	0.0997532044055	0.0998973757556	0.0837797969164	0.0894858854103	0.142495002066
a24	0.10757230951	0.108887524453	0.130105447552	0.10412132268	0.0976328964685	0.0970932569185	0.0734759336388	0.10392015847	0.177191117355
a31	0.10571929317	0.107877061484	0.112809862517	0.10011490956	0.0959970821562	0.0962062489728	0.0752092002129	0.10956637949	0.196499942452
a43	0.0983451110567	0.0994130671613	0.103133924172	0.0952767398533	0.0928256440521	0.0933805163243	0.102226369071	0.09276838483	0.222630244151
a39	0.0934573036856	0.0947228623871	0.0957801213907	0.0909277219511	0.0892800460174	0.0908806787748	0.12893590469	0.08474146661	0.231273901384
a31	0.0978539878952	0.0986100607957	0.0999507954636	0.096383947317	0.0952134200058	0.0958871829249	0.106695977897	0.08698118887	0.222423450461
</S>	0.101250618948	0.101740610398	0.102734300232	0.100143225659	0.0992166950029	0.0992269714625	0.0911931759485	0.090188244435	0.21430618523
