 	io	non	ho	niente	da	mangiare	</S>
a8	0.000554099475	0.011898149	0.0449600855	0.4815596665	0.3146342755	0.087333893625	0.0590598747086
a31	0.000468101341667	0.0102726985333	0.0429090615	0.661271308833	0.1994742655	0.0655723902917	0.0200321879086
a8	0.122345104371	0.0343779263778	0.0432807848333	0.567340489611	0.162252733333	0.0631678690972	0.00723510266953
a20	0.270609641457	0.113805722126	0.115703624944	0.408935163204	0.0583505237443	0.0271725004657	0.00542283005651
a31	0.263193917152	0.141631182709	0.263844431648	0.273043887735	0.0307062427148	0.0187835675886	0.00879676935217
a14	0.242288199051	0.0998535462363	0.386580477216	0.198534345912	0.0236977832383	0.0390357065295	0.0100099141174
a31	0.186498019684	0.0682113367454	0.474734102405	0.176956565304	0.0301577030794	0.0420884311765	0.0213537977058
a13	0.0895551718947	0.0440983615818	0.488184127468	0.252139731768	0.0498312776931	0.0340447327255	0.0421466139019
a37	0.0464894372982	0.0287942591939	0.388395589156	0.349615540589	0.110065482564	0.0332732205752	0.0433665103006
a10	0.0294240550994	0.023090055398	0.248961589719	0.45092393353	0.170974864188	0.0278666698584	0.0487588201002
a20	0.0258223410331	0.021927804466	0.141854549906	0.566494377843	0.170517571396	0.0290393876195	0.0443439423667
a7	0.0399824083444	0.0324680074887	0.109461829969	0.584664459281	0.161914097132	0.0414630152065	0.0300461877889
a18	0.0590983307815	0.0483975628296	0.104863213323	0.537702953094	0.154447162377	0.0620849967355	0.0334057739296
a44	0.0712046082605	0.0611341879432	0.100735441108	0.504217217698	0.139317907459	0.0845859839118	0.0388046413099
</S>	0.0797149141303	0.0688261864716	0.101781620554	0.474670358849	0.132337583729	0.0987616819559	0.0439076606549
