 	mio	padre	ha	lavorato	sempre	</S>
a23	0.198120482	0.367518495	0.26276224	0.0070982885	0.1196122465	0.044888284875
a31	0.377343682	0.332786551667	0.226691590733	0.00243962018667	0.0455948334733	0.015143719025
a37	0.716809574	0.162697445556	0.090401792311	0.00265385741556	0.0219160351311	0.00552125449167
a31	0.653013151333	0.193413220185	0.091090135437	0.00837810180519	0.0517722520437	0.00233313069722
a37	0.575672230444	0.230577120062	0.106051888479	0.0165420436017	0.0702034650146	0.00095329244574
a3	0.547945976815	0.228242996687	0.15486580616	0.0179087698672	0.0497134893382	0.00132300709525
a31	0.342323492272	0.226131418896	0.372418522053	0.0139261306224	0.0409703014461	0.00423013946508
a3	0.154894737424	0.151088142965	0.602551827351	0.0105056282075	0.0709797221487	0.00997993932169
a44	0.065671307808	0.084763437655	0.54870397245	0.0263688820692	0.244129727383	0.0303626881072
a31	0.0433555712693	0.055432345885	0.305847520817	0.0993130426897	0.337598985794	0.158452546036
a8	0.0482654977564	0.0531643619617	0.149329656939	0.162716230897	0.241704825265	0.344819408679
a31	0.0682981265855	0.0703433056539	0.107573342313	0.176954566966	0.139211856088	0.437618796226
</S>	0.0850509632927	0.085994175327	0.106914811157	0.182959643483	0.083718469544	0.455361963113
