 	ho	finito	di	scrivere	</S>
a38	0.040786691	0.4516489115	0.0521741055	0.451510403	0.003879821325
a31	0.071397739	0.719254143833	0.0394971805	0.167409031	0.002441874725
a15	0.107873511667	0.734879754611	0.0776715301667	0.0766405836667	0.002934624775
a18	0.230976820556	0.554108628204	0.146932100056	0.0652138798889	0.00276857295833
a31	0.391664456852	0.323140336068	0.199412183352	0.0839023032963	0.00188073718611
a37	0.430996772284	0.194724583689	0.255624121117	0.115654571099	0.00300000549537
a31	0.465564380761	0.169897552896	0.248606633706	0.1053081337	0.0106233248318
a0	0.458253140254	0.152908920965	0.211624031235	0.0940760379	0.0831378656106
a31	0.348119546751	0.122936470322	0.203970443745	0.1420827193	0.18289086187
a18	0.241351008917	0.127945566774	0.196682694582	0.241047029767	0.192973750623
a31	0.162309229639	0.115345438925	0.169023881527	0.246729851256	0.306591613541
a39	0.117926353213	0.098355552975	0.124650235509	0.177306888419	0.48176097118
a20	0.096301613071	0.089358064325	0.10480179017	0.146648502806	0.56289003706
a31	0.0931534230237	0.090265606775	0.0985718450567	0.0972434682687	0.62076565902
a8	0.0898547160079	0.0886473522583	0.0940789766856	0.103101646756	0.62431729634
a20	0.086378400336	0.0860819020861	0.0912367655619	0.113299388919	0.623003525447
a31	0.0992701317787	0.0988429206954	0.101610073521	0.0784251096397	0.621851778482
</S>	0.109040083389	0.108394905348	0.109494929261	0.0624935148198	0.610576619241
