 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
a31	0.004426886225	0.012544712655	0.0118103793	0.00180201385	0.429886043	0.240209785	0.0577550595	0.16900278985	0.06965959124	0.00238787729	0.0001012456795	0.00041363378
a11	0.00151951390967	0.00422043785833	0.0097447965	0.0014727933	0.238312426333	0.450146138333	0.0504237308333	0.171840966617	0.0696579806233	0.00236933408167	4.12326311667e-05	0.0002506775925
a15	0.000636530154557	0.00154825415611	0.00864418056667	0.00191915445	0.316046938778	0.485679856111	0.0288868732778	0.109350522206	0.0461105584178	0.000990452912223	1.91273409222e-05	0.00016758351
a11	0.000600045851519	0.00133602105204	0.0197416055222	0.00629316448333	0.556070426259	0.255200052037	0.0231775450926	0.0934214540687	0.0434015514726	0.000536514010741	8.62286364073e-06	0.000213023726667
a13	0.00209514425051	0.00753181235068	0.0420208295074	0.0170652421611	0.660253862086	0.134684580679	0.0273437383642	0.0661251113562	0.0423423344909	0.000226401236914	5.71417334691e-06	0.000305205742222
a7	0.0240428610835	0.0642741607836	0.0896914531691	0.045894197387	0.531880407362	0.0880070402263	0.0340022101214	0.0644728417854	0.0554387581636	0.000153219878971	8.3421782823e-06	0.00213447992407
a18	0.104132470361	0.166237680261	0.13415193439	0.071272679129	0.337110725787	0.0564754000754	0.0265496033738	0.0436933165951	0.0460356513879	0.000152493876324	1.47481612608e-05	0.0141732864414
a31	0.166512423454	0.18828797342	0.123499971463	0.063794398043	0.264430765262	0.0701851866918	0.0271691137913	0.027585108865	0.0306792044626	0.00129219153544	2.45808374203e-05	0.0365390534805
a11	0.203947987818	0.170979764473	0.126417970488	0.0585287243477	0.232819488421	0.0750540555639	0.0259317052638	0.0208054142883	0.0224041421542	0.00195651321181	3.90561244734e-05	0.0611151558268
a39	0.251162442606	0.175980438158	0.149199206829	0.0606821264492	0.182664569474	0.0626051485213	0.0211328580879	0.0179132587628	0.0184869693847	0.0019038733706	4.25939404911e-05	0.0582265086089
a31	0.212017027535	0.135266102719	0.13314445561	0.0589848104831	0.257347216491	0.0962834928404	0.0269889923626	0.0209239515876	0.0170790464616	0.00319285892353	0.000145716348497	0.0386263435363
a11	0.144558684178	0.085655822573	0.200469038537	0.079485610161	0.28012892883	0.0976061296135	0.0234732807875	0.0204606708625	0.0138907031539	0.00356143797451	0.000345054076166	0.0503646498454
a18	0.134737033059	0.068559709191	0.272274522846	0.0977488847203	0.244859236277	0.0794479832045	0.0179154655958	0.0197486146208	0.011851545718	0.00348587865817	0.000524513825389	0.0488465956151
a15	0.125039745686	0.0611067110637	0.362209194282	0.126350849573	0.186829042092	0.0626231444015	0.0151098420319	0.0193311812069	0.0117886892393	0.00352925198606	0.00113401737513	0.0249483215384
a31	0.0835012132287	0.0454118890212	0.339032899761	0.134185279858	0.244164394031	0.0767047834672	0.0172617361773	0.0219736277356	0.0125845067464	0.00510244709535	0.00355559809171	0.0165216295128
a11	0.0661279557429	0.0382151190071	0.33803463492	0.117558713286	0.262577226344	0.0815779844891	0.0198480137258	0.0232907192452	0.0141585337488	0.00794914169845	0.0057734093639	0.0248885281709
a35	0.0774199119143	0.0412952983357	0.50464461164	0.126641874429	0.120766673781	0.0382048264964	0.0137877955753	0.0163681710817	0.0133062074163	0.00869523223282	0.0079679113213	0.0309014307236
a8	0.0799896413048	0.0411958561119	0.564687637213	0.136483791476	0.0715188145937	0.0232849704988	0.0112736281918	0.0137229763606	0.0125677918054	0.00844596274427	0.0105480664404	0.0262808212412
a31	0.0629558444349	0.0359637280373	0.466097765738	0.161517427159	0.125496884865	0.0399255668329	0.0164046960639	0.0192009064535	0.0160565516018	0.0125643332481	0.0145014381468	0.0293148334137
a17	0.062709862145	0.0400901913458	0.399401575246	0.152978289053	0.143057272622	0.0502564892776	0.024069424688	0.0268410414845	0.0232296368673	0.0200280030827	0.0219525363823	0.0353856488046
a31	0.069310151715	0.0482575964486	0.406717811749	0.124210529684	0.088090841874	0.0439957474259	0.032229872896	0.0339079558282	0.0323642022891	0.0299788676942	0.0319385241274	0.0589979126015
a46	0.0710283662383	0.0556267654829	0.33210256725	0.110758539895	0.0752745222913	0.0495210818086	0.0429662372987	0.0440721679427	0.0432337774297	0.0414540982314	0.0433378237091	0.0906240895338
a31	0.0757103320794	0.0625370318276	0.270010312417	0.0943543466317	0.0685919957638	0.0547604006029	0.0513880370996	0.0522725226476	0.0518669674766	0.0503901460771	0.052203158903	0.115914769845
a24	0.0854947073598	0.0707947506092	0.204014010806	0.0868286575439	0.0687132202546	0.060120028201	0.0581970783665	0.0590916228825	0.0589450441589	0.057415245359	0.0598529316343	0.130532739948
a31	0.0925770024533	0.0774468402031	0.148010173602	0.0809964111813	0.0702485850849	0.065356786067	0.0644497627888	0.0653306142942	0.065416766053	0.0638339867863	0.0664893505448	0.139843749983
a17	0.0851287608178	0.0761572317344	0.118141835867	0.0780229790604	0.0719564050283	0.068780278689	0.0681921142629	0.0687235380981	0.068755723351	0.0677483172621	0.0694077888483	0.158985053328
a11	0.0851143102726	0.0774175489115	0.0990941266223	0.0764387850201	0.0726050550094	0.070662059563	0.070443901421	0.0709455146994	0.0710352877837	0.070096043754	0.0715829049494	0.164564497776
a15	0.0864117167575	0.0783018996372	0.106076018874	0.0777357750067	0.0737328033365	0.071236456521	0.071031433807	0.0715912202331	0.0716649225946	0.0705598925847	0.0713548149831	0.150303072592
a31	0.0856387255858	0.0783912465457	0.114109792958	0.0796223633356	0.0774202381122	0.0727886721737	0.072338021269	0.0727362300777	0.0725286141982	0.0714776475282	0.0719502269944	0.130998210864
a20	0.0827104218619	0.0784837508486	0.101351970986	0.0796576794452	0.0801990663707	0.0756832360579	0.0752187870897	0.0753419183592	0.0749760380661	0.0743663558427	0.0750282059981	0.126982540288
