 	perché	aveva	lavorato	molto	</S>
a46	0.35581076546	0.4345900155	0.00144915495	0.1313608	0.076789290255
a31	0.148767788793	0.7194753985	0.00194035978333	0.101750013333	0.0280664365883
a17	0.088216550931	0.757682066167	0.0746092182944	0.0653888544443	0.0141033125294
a31	0.0413992966437	0.657401542056	0.208923619431	0.0841575048148	0.0081180715098
a37	0.0215204605479	0.493618247352	0.345090236477	0.135608694938	0.0041624086366
a31	0.115630700183	0.361641782451	0.346162542159	0.164646108313	0.0119188866789
a18	0.175998613394	0.314522810817	0.20368358072	0.271264179438	0.034530795893
a10	0.125352449465	0.234894256939	0.105510118573	0.475108036479	0.0591351499643
a31	0.099619908155	0.13892704898	0.0701907895243	0.63330651216	0.0579557666548
a46	0.072701779385	0.0875917673267	0.0666926615081	0.737068954053	0.0359448408849
a20	0.060837979795	0.0686682667756	0.0775164771694	0.743642068018	0.0493351956283
a11	0.079952393265	0.0792851022585	0.100309375723	0.592835246006	0.147617855209
a18	0.100153507755	0.0974527687528	0.116885029908	0.393756895335	0.29175178507
a31	0.104874501252	0.103393160918	0.116663931303	0.247823723445	0.427244678357
a0	0.100476437084	0.101985993639	0.109246280434	0.158437846148	0.529853449452
a31	0.0979984836947	0.101082084546	0.105264040145	0.124524958716	0.571130449817
a8	0.0986334278982	0.099776650182	0.103679330048	0.111392876239	0.586517736606
a31	0.108715252633	0.109494522061	0.112756306683	0.116191145413	0.552842788869
a7	0.118422589544	0.118809710687	0.121208558894	0.118914118471	0.522645039623
a31	0.127617545181	0.127823180229	0.129798126298	0.125323072824	0.489438096541
</S>	0.140310782591	0.140131940115	0.141807823149	0.134993786412	0.442755673271
