 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.345764007	0.002732235108	0.4493143074	0.157010665	0.041427792	0.00375097277
a31	0.137037129333	0.001009134998	0.4529275098	0.175037745	0.228583813333	0.00540465350333
a8	0.079094497111	0.000507407032667	0.448545777267	0.171858344333	0.293609481111	0.00638449336778
a31	0.34211538737	0.000257027356556	0.466891835756	0.081367122111	0.10641108037	0.00295749992259
a15	0.705651462457	0.000116223897852	0.198102985252	0.057123340037	0.0376496465233	0.0013562720642
a13	0.803880654152	7.02647186173e-05	0.0872127359507	0.0873336213457	0.0201711272411	0.00133155794473
a24	0.819429801384	7.14421022058e-05	0.0348317778502	0.112670752115	0.030428525747	0.00256766678158
a31	0.692841573795	0.000150541787402	0.0180194212834	0.135187982372	0.149500699916	0.00429976012719
a18	0.415585761265	0.000598441195801	0.0195398650945	0.274107700791	0.284953803305	0.00521443537573
a31	0.212906810422	0.00571583346527	0.0269012630315	0.309840433597	0.363346804435	0.0812888834586
a20	0.115233914807	0.0127136081551	0.0322526366772	0.240255781199	0.433328378145	0.166215701153
a11	0.0751307139357	0.0222095297184	0.0429382265591	0.2090624704	0.395370809382	0.255288263718
a8	0.0724564509786	0.0392259699061	0.0595769611864	0.1727904968	0.324454536461	0.331495611239
a31	0.0800014989929	0.0591988866354	0.0742569237288	0.1466300636	0.246604422154	0.393308223746
a8	0.0820910446643	0.0690394488785	0.0791940912429	0.1260119292	0.196104127385	0.447559377915
a31	0.0902796098881	0.0803276362928	0.0882589604143	0.1231066364	0.179069757462	0.438957419305
</S>	0.099932394944	0.0919595031464	0.0971459102071	0.1185816632	0.150273561231	0.442106974652
