 	vuole	vuole	mangiato	caldo	</S>
a37	0.175425132	0.50430222	0.225400325	0.08905338625	0.0058189455
a31	0.368077338667	0.489842874667	0.104465807667	0.03325685125	0.00435709866667
a41	0.637682399556	0.195381158556	0.069286151889	0.0572036720833	0.0404465883889
a31	0.597585853185	0.0951890451853	0.096124193963	0.144427924028	0.066672981463
a11	0.401531082728	0.0914600983951	0.117618257988	0.349826828009	0.0395637353877
a20	0.206300453909	0.184016132798	0.149219485996	0.437820439336	0.0226434540292
a31	0.123738049303	0.226056494266	0.311199651999	0.307070479779	0.0319352926764
a18	0.0883453164343	0.156515781422	0.468931667333	0.236734896593	0.0494723245588
a31	0.0952962388114	0.134368783807	0.400847865778	0.237516648864	0.13197044652
a20	0.12686470627	0.143689187936	0.280834918593	0.241943436288	0.206667745507
a21	0.15750418209	0.167986019312	0.260228766198	0.235673682096	0.178607341836
</S>	0.172931826045	0.182376624656	0.264291993099	0.231466516048	0.148933035918
