 	lo	posso	finire	di	scrivere	</S>
a20	0.6506138	0.000891460385	0.001220084005	0.142931299725	0.202498145	0.00184524317
a31	0.753282356667	0.000436454060333	0.000440163468233	0.143840018375	0.100438322	0.00156269147
a39	0.888246175556	0.000273966362111	0.000163920806978	0.055716162925	0.0536961543333	0.00190359942333
a24	0.924510775185	0.000529003470704	8.80555579927e-05	0.030341940975	0.0428058297778	0.00172435320778
a18	0.955979765062	0.000630540450235	5.29681739976e-05	0.0179848059917	0.0244104051593	0.000941463622927
a24	0.958055478354	0.00199496829341	0.000514887177999	0.0222416659972	0.0165545816198	0.000638375227976
a31	0.763474569451	0.00753731063114	0.00269055725933	0.0848493219991	0.129690750207	0.0117574571093
a20	0.42996736515	0.0142566635437	0.00583932118644	0.211727954	0.302834923402	0.0353737340364
a31	0.20317578805	0.0212035931812	0.0140228613955	0.215624619667	0.377006507801	0.168966584679
a1	0.0981445056833	0.0268158997271	0.0229881104652	0.118093782556	0.4050586226	0.328899054893
a31	0.0612575065611	0.0347911632424	0.0326901634884	0.080446526852	0.359042967533	0.431771674964
</S>	0.0556087972806	0.0414442526212	0.0401577767442	0.070860970926	0.296277753767	0.495650457482
