 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.140884145	0.40640833	0.164909831	0.011688139995	5.6489962e-05	0.0024987867	0.223093135	0.05046115467
a31	0.294267455	0.3106447	0.181295110333	0.0132028199983	8.24888806667e-05	0.00171115774	0.180370443	0.0184257863367
a20	0.487847585	0.242686693333	0.148070530111	0.0278104279994	0.000366937075556	0.000860111086667	0.084227739	0.0081299292789
a31	0.480855428333	0.261310354444	0.153597866704	0.0570899993331	0.000795889671852	0.000998469295556	0.0418489543333	0.00350302445963
a37	0.581343942778	0.223861041481	0.101744961235	0.0616163464444	0.00112294712395	0.00258244433185	0.0260179827778	0.00171036308654
a14	0.704301994259	0.15298116716	0.061076191745	0.0548623821481	0.00153894294132	0.00513101487728	0.0172789362593	0.00282942176218
a10	0.655232478086	0.15898427572	0.0517740362483	0.0721669140494	0.00292219441377	0.00699569662576	0.0244620800864	0.0274623769207
a31	0.541716982695	0.182156061907	0.0638527604161	0.10547526135	0.00477424307126	0.00990342887525	0.0435650566955	0.0485562516402
a37	0.461899917565	0.198999990636	0.080900553472	0.117159643783	0.00494019539042	0.0217123766251	0.0663985195652	0.0479888238801
a10	0.368650625855	0.193079166879	0.099078962824	0.107754297928	0.00349339423014	0.0479474635417	0.136769659855	0.04322642996
a14	0.250874885285	0.164339092293	0.122299437608	0.0961874973093	0.00229997927671	0.112761761181	0.221712926618	0.0295244269867
a0	0.155951751762	0.140630667431	0.143724072536	0.0750138791031	0.0018939097589	0.185521860394	0.272535988873	0.0247278729956
a20	0.103343195254	0.112735559144	0.139607880845	0.0576594470344	0.00321414695297	0.252639390131	0.305040642958	0.0257597366652
a33	0.0642090137513	0.0736682113813	0.102968080282	0.0446489776781	0.00585427965099	0.328538490044	0.347707914319	0.0324050075551
a20	0.0504111199171	0.0595809854604	0.097317510094	0.0443528925594	0.0187233308837	0.314739823348	0.31442786144	0.100446425852
a31	0.083612224639	0.0921687818201	0.142294760031	0.0812548141865	0.0558294349612	0.197223312116	0.180956285147	0.166660375284
a0	0.117935638213	0.12456772394	0.157025126677	0.111702964729	0.0858609829871	0.113039935039	0.088490095049	0.201377548428
a41	0.116624302738	0.123521281313	0.149932985559	0.110912706576	0.0844122189957	0.11513156168	0.0728486203497	0.226616329476
a31	0.114861674246	0.120820543771	0.152779455186	0.112603830525	0.0900790416652	0.108608333893	0.0660341234499	0.234213009825
a37	0.112543673415	0.115618756257	0.132050815062	0.110139466842	0.0955299958884	0.0945548512977	0.0497323284833	0.289830133275
a31	0.102862029805	0.104358353752	0.110700539687	0.100914395614	0.0921816452961	0.0939112450992	0.0455435581611	0.349528237758
a18	0.0896929816017	0.0905128779173	0.0933450545623	0.0883307218713	0.083453966432	0.0997924130331	0.0512537740537	0.403618219253
a8	0.0711329462006	0.0719096649724	0.0737796715208	0.0702464729571	0.066864034144	0.124334257678	0.0709000113512	0.450832963084
a20	0.0692017410669	0.0700068493241	0.0727371871736	0.068742933319	0.0656983787147	0.126830952559	0.0734917104504	0.453290264361
</S>	0.0730357930335	0.0738687076621	0.0767352435868	0.0725836316595	0.0694965843573	0.11978480128	0.0663681452252	0.44812711218
