 	non	aveva	cosa	a	fare	</S>
a31	0.056389678	0.180376318	0.21992583	0.326401445	0.2117707915	0.0051359018
a18	0.162018946	0.205700122667	0.324593596667	0.190236753333	0.109311358167	0.00813922293333
a24	0.225911232	0.136021247556	0.398133025556	0.143406019444	0.080576799389	0.0159516843111
a20	0.198971227333	0.171846085852	0.459618321852	0.114668570148	0.0395691033763	0.0153266532304
a31	0.271460429111	0.183288337284	0.424865420617	0.101262577049	0.0138572280054	0.00526598265913
a18	0.37427146637	0.124971991095	0.304579870206	0.172782585683	0.0215831759685	0.00181092574204
a31	0.30444478879	0.095955240365	0.187803722069	0.228123405228	0.176594135323	0.00707869198068
a17	0.166295919597	0.098011903455	0.11810531269	0.218289655076	0.376209148441	0.0230880273269
a20	0.123727183199	0.111185327818	0.103998822563	0.172099738359	0.39238402948	0.0966048957756
a31	0.1056683544	0.104298331273	0.0975821091877	0.134079842786	0.274741079827	0.283630285259
</S>	0.0957476072	0.0947974736365	0.0895249145938	0.113222366393	0.199665544914	0.40704209263
