 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.404206085	0.47191733	0.05106800158	0.06483522207	0.000409751175	0.00523880421	0.001058812778	0.001266034825
a31	0.343118978333	0.48791583	0.0695381595267	0.08945713869	0.000915199475	0.00519274557667	0.002047536878	0.00181447884167
a15	0.196490996111	0.402423085	0.196085562176	0.197286827563	0.00187561139167	0.00194202776556	0.00242104773267	0.00147487804722
a20	0.130296934037	0.28258167	0.278236167392	0.301252302521	0.00406407559722	0.00159339805519	0.000987314217557	0.000988122282407
a11	0.187860193346	0.2909218	0.202478892464	0.29274884084	0.0163090336324	0.00835924108506	0.000503550392519	0.000818418994136
a31	0.215775041115	0.17710354	0.169376887488	0.30569501028	0.0205082903108	0.110390397028	0.000700614917506	0.000450203011379
a39	0.130621527038	0.0902269053333	0.118435862496	0.264818443427	0.0101692489703	0.384272342343	0.0010170796725	0.000438594867126
a46	0.067584384346	0.0446873374444	0.062979536832	0.173855926142	0.00568866192343	0.633357464114	0.00188707572417	0.00995959553904
a18	0.0478618654487	0.0337120094815	0.047011704944	0.107061754714	0.0103679038078	0.532200664705	0.00504898057472	0.216735107846
a31	0.0564244051496	0.0512924644938	0.0560636749813	0.082998967238	0.0337062732693	0.280471188235	0.0174581028582	0.421584935949
a13	0.0606084937165	0.0584749394979	0.0605029866604	0.0722169404127	0.0452993247564	0.154487839412	0.0320080832861	0.516401411983
a31	0.0624502885722	0.0603772098326	0.0628338372201	0.0670610118042	0.0521585279188	0.103693263137	0.047950256762	0.543475617328
a46	0.0665256405241	0.0659388219442	0.0667150174067	0.0686276299347	0.0602360373063	0.0893482877123	0.0551477789207	0.527460785776
a31	0.0619188278414	0.0613781959814	0.0620971541356	0.0629465496449	0.0579510157688	0.0758732825708	0.0540120936402	0.563822881925
</S>	0.0632636689207	0.0632470779907	0.0633333070678	0.0638543028224	0.0608855428844	0.0721949412854	0.0572405828201	0.555980570962
