 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.343492145	0.23119753	0.2618393023	0.058425444	0.03242623285	0.067746801	0.0022680280065	0.00260453535
a31	0.186688758333	0.185398485	0.3549764141	0.229152764667	0.0131890820167	0.0242959422333	0.000972988839833	0.00532558268333
a37	0.121493032778	0.0824115986667	0.513029941367	0.261021069889	0.00653577607223	0.00860362389443	0.000571605419944	0.00633339049444
a31	0.0504258632593	0.0937779048889	0.740996557122	0.10375801963	0.00465633325741	0.00324636783148	0.000231825563981	0.00290713743148
a20	0.0474345347531	0.155155988296	0.717109105707	0.04053608821	0.0288863687525	0.00961002989383	0.00010297014866	0.00116488066716
a31	0.0567425055844	0.131796666099	0.497352261902	0.02748852307	0.190072471584	0.0955268026313	0.000236675912887	0.00078408174572
a20	0.0351659578615	0.058343271033	0.230899321967	0.04707432769	0.393308060528	0.233543947544	0.000348455657629	0.00131666948191
a13	0.0194699862872	0.0275139073443	0.087278423989	0.07014014923	0.460578373509	0.331052932515	0.000521052072543	0.00344519066064
a20	0.0180747157624	0.0213687914481	0.037450477163	0.08278483641	0.449777904503	0.379077484172	0.00196735031085	0.00949843815355
a24	0.0400633285875	0.0450598161494	0.0357416728877	0.08917096747	0.383415521501	0.370644904724	0.010614372537	0.0252894170512
a31	0.0717509761958	0.0765919217165	0.0606521276292	0.0977105878233	0.285079927167	0.307681544908	0.0396481795123	0.0608847650171
a0	0.0977825020653	0.103662135572	0.0837557825431	0.0998981759411	0.214513099056	0.247817031636	0.0671834398374	0.0853878750057
a35	0.114190964022	0.125602901857	0.0907497995144	0.0928594473137	0.192323629685	0.256957070545	0.0638503432791	0.0634658816686
a0	0.132160994674	0.155521920619	0.0887261251715	0.0801438591046	0.183632149895	0.278497176848	0.0491206397597	0.0321971445562
a31	0.130516341558	0.153099888206	0.0890318183905	0.0815319977015	0.167444706632	0.243178788949	0.0585503185866	0.0766461355187
a11	0.111931357186	0.121303120735	0.0939229661302	0.0984034959005	0.160610905544	0.19887137965	0.0787716728622	0.136185095173
a20	0.113666899062	0.120976970245	0.0996280087101	0.105641333633	0.164414835181	0.19722136655	0.0814537376207	0.116996855058
a41	0.124278693021	0.136385033415	0.10390235957	0.106625309544	0.171830661727	0.214948385517	0.0692375358736	0.072792051686
a10	0.120027627674	0.132007985805	0.10062631819	0.0983378965147	0.148135438909	0.184392051839	0.0688928586245	0.147579843895
</S>	0.107357173837	0.114258329903	0.095737441595	0.0923243382574	0.124304171954	0.146626715919	0.0781295193122	0.241262311948
