 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
a31	0.43904779475	0.01047925765	0.0762855985	0.000285556845	0.052836833395	0.023899949468	0.016103960395	0.0613087569	0.15701905125	0.0960245865	0.06384390415	0.00286481885
a18	0.160407794083	0.00560346415	0.110168906167	0.000399632161667	0.152402774465	0.169434313156	0.033323306465	0.0631641969667	0.155206947283	0.0843561615	0.0641139827167	0.00141857094333
a31	0.0670684186943	0.00349056441667	0.126157652056	0.000797280343889	0.275072798155	0.319107814385	0.0563776174883	0.0254130721222	0.054578647461	0.0420383415	0.0285326069056	0.00136520427444
a24	0.0345723552314	0.00232781343889	0.105890990685	0.000729221007963	0.349468656052	0.382558908128	0.0552389208294	0.0122638350741	0.0203624987537	0.02093945	0.0143737296919	0.00127363284615
a31	0.0401149744105	0.0139746575796	0.0943895835617	0.00162891209599	0.441786352017	0.324175166043	0.0433988842765	0.010136394258	0.0135857276846	0.00914923516667	0.00720349262063	0.00045662851005
a17	0.0693720698035	0.0321816348599	0.0887471495206	0.00882099836533	0.490589707339	0.203442442014	0.0571628887588	0.0169688727527	0.0181330062282	0.00572455078889	0.00867477720688	0.000181893044683
a31	0.0743408319345	0.06994697162	0.0780003735069	0.0235687734551	0.380621469113	0.150210397338	0.0843004559196	0.0602803675842	0.0462968324094	0.00913526066296	0.0226220254023	0.000676228882894
a20	0.0531075126448	0.0938858138733	0.0912127398356	0.0327741001517	0.264940583038	0.090410402446	0.148897803307	0.0986204538614	0.0679911441365	0.0210976138877	0.0354758934674	0.0015859411943
a7	0.0371966212149	0.0693483522911	0.106896621279	0.0274102577172	0.202151401013	0.0530981521487	0.230645804436	0.102615043954	0.0833455163788	0.0416537096292	0.0430117081558	0.0026267933981
a31	0.0225740210716	0.0385831204304	0.090229275093	0.0158412863724	0.118142878004	0.0286604687162	0.245785368145	0.141691269318	0.171396753793	0.0584590678764	0.0635384263853	0.0050980191327
a18	0.0131661050239	0.0298218561435	0.0977067316977	0.0107117052575	0.0625245650013	0.0160982112387	0.256829389382	0.176832066439	0.202577434598	0.0653238372921	0.0608367687951	0.0075712997109
