 	non	deve	magniare	la	sera	</S>
a20	0.245555105	0.39253563211	0.00139535546	0.0145592315	0.33224098	0.01371373035
a31	0.276636171667	0.419302409037	0.00298259115333	0.0700706848333	0.21355604	0.0174521267833
a18	0.265698510556	0.214085231346	0.00354269691778	0.123377014944	0.374631673333	0.0186648615944
a37	0.136172085519	0.182841847115	0.00379163850593	0.257583911648	0.402747804444	0.0168626948648
a18	0.333608807173	0.129245361038	0.00448350383531	0.293507357216	0.231666036815	0.00748888716827
a31	0.559201652391	0.0557716050127	0.00543711527844	0.159417191072	0.215593440938	0.00457893026942
a13	0.58723788413	0.0399338196709	0.00618299562615	0.123935672357	0.223057986979	0.0196515907565
a31	0.44750930471	0.0438287742236	0.0173184504087	0.118423529452	0.212676672326	0.160243237919
a17	0.21635310157	0.0483214147412	0.0280387301362	0.0980983318173	0.247721484109	0.361466945973
</S>	0.139789835785	0.0484063738706	0.0273914650681	0.0857094259086	0.262229617054	0.436473322986
