 	non	so	cosa	scrive	</S>
a46	0.07763473235	0.40847239475	0.5093900185	0.002749302565	0.0017536187
a8	0.0746094456833	0.18708721475	0.736475696167	0.001071823275	0.000755885566667
a31	0.197503535228	0.261366391583	0.521724738722	0.00656773700167	0.0128376430556
a13	0.227950865076	0.293997067194	0.417484619574	0.0266933923339	0.0338740690185
a31	0.151234751692	0.162339602065	0.611021873191	0.0410623374446	0.0343414193395
a28	0.182243970564	0.0615000126883	0.62354067773	0.110597075815	0.0221182544465
a31	0.227775606855	0.0301878278961	0.51646152591	0.193366085272	0.0322089698155
a37	0.178311767285	0.0286297472987	0.528616488637	0.209980125091	0.0544619016052
a31	0.135110174095	0.0932629657662	0.483201682879	0.225399641697	0.0630255688684
a11	0.116887404698	0.130004298589	0.354917864293	0.311823210566	0.0863672429561
a31	0.0971075382327	0.105196116196	0.237933838098	0.352350943522	0.207411567652
a20	0.0981692974109	0.104262152065	0.149879016033	0.290486214507	0.357203305884
a31	0.095707029137	0.0981739290217	0.115915842011	0.215435138169	0.474768021961
</S>	0.0928405075685	0.0944880720108	0.103444321005	0.168530469085	0.54069658098
