 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.31681754165	0.1011260965	0.169891422	0.204950655	0.1637827835	0.0422813855	6.867797575e-05	0.00108139885865
a31	0.149346054983	0.0553152605	0.413948354	0.195569498333	0.156013551857	0.0293856664667	5.729824575e-05	0.000364239708983
a7	0.102019847328	0.0238086710667	0.704152304667	0.100476559444	0.0585557399757	0.0107432964556	8.35446139167e-05	0.000159985263328
a31	0.0450236549427	0.0121330593556	0.812056301556	0.091813223148	0.0323159019919	0.0064923448852	6.51002613056e-05	0.000100342322443
a21	0.0383218284809	0.00942359255187	0.783496213852	0.122178797716	0.0302686039973	0.0154104090284	0.000141433475102	0.000759036765481
a31	0.050892518827	0.0139477888506	0.542352631284	0.205575899239	0.109199487999	0.0738674363428	0.0011254851917	0.00303873242183
a11	0.0437820299423	0.0184348966169	0.324900440428	0.280975376413	0.172284979333	0.151914412114	0.00225216709723	0.00545570567394
a31	0.0304671843141	0.019622144539	0.216714583476	0.365675268804	0.187740023111	0.170087524038	0.00412393049908	0.00556933145798
a46	0.020772985438	0.0187376868463	0.116893281159	0.444552972935	0.187297601037	0.199779101346	0.00646673183303	0.00549960398599
a31	0.021250208146	0.0218976982821	0.079859067053	0.436186060978	0.143551717012	0.260198950449	0.012361042611	0.0246952279953
a17	0.027717518382	0.028139062094	0.061447502351	0.344273070326	0.114269872337	0.348546653483	0.0203768812037	0.0552294193318
a20	0.036328260794	0.0352830980313	0.0543846157837	0.227729706775	0.0882684194457	0.338905257828	0.0302820180679	0.188818589777
a31	0.0516692049313	0.0513481373438	0.0607617069279	0.147208122258	0.0750754268152	0.210778729276	0.0481389540226	0.355019706592
a20	0.0620919649771	0.0617703657813	0.066008286976	0.102126160753	0.0732530872717	0.147855263092	0.0601988246742	0.426696062197
</S>	0.0630613724885	0.0625516828906	0.065483880488	0.0869060103765	0.0713817386359	0.135367976546	0.0614714173371	0.453775931099
