 	sto	ancora	cucinando	</S>
a20	0.15078058565	0.701675265	0.00113111159615	0.146413009388
a31	0.203474102317	0.746975688333	0.00049192259615	0.0490582831217
a37	0.318200934106	0.647466729444	0.00129493666538	0.0330374371072
a20	0.358970034702	0.610445343148	0.00161833895513	0.0289663281357
a31	0.517335511567	0.465277587716	0.00131068351838	0.0160762578119
a30	0.510180087189	0.409201269239	0.00214427733946	0.0784743709373
a46	0.352061392396	0.463529489746	0.0110225180132	0.173386566979
a31	0.302465877465	0.418564276582	0.0672719813377	0.211697862326
a39	0.303314545822	0.350603772194	0.132578093779	0.213503594109
a15	0.317093345274	0.339006924065	0.14160551126	0.202294178036
a20	0.341957051758	0.364263174688	0.129359537087	0.164420172679
a22	0.353347753919	0.383410351563	0.110083934362	0.15315793756
a31	0.309641461306	0.332349247188	0.128210656787	0.229798649187
a46	0.265053910435	0.273665385729	0.172294682262	0.288986019729
</S>	0.259816890217	0.265669942864	0.182901511131	0.291611639865
