 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.57427199	0.07101158155	0.00516231352	0.06795201	0.2721270235	0.0094751027
a20	0.4960988	0.14733274385	0.00177720958867	0.05463947	0.2933653545	0.00678640713333
a31	0.589727256667	0.160030391283	0.000679636798223	0.0375746683333	0.199742584833	0.0122454264778
a28	0.523171498889	0.140127127094	0.000475838776074	0.0488707277778	0.272694264944	0.0146605494926
a31	0.40910109963	0.116923519698	0.000469218655358	0.0738339825926	0.391510014981	0.00816216849753
a13	0.483156666543	0.0701286038993	0.000569289671786	0.0738427508642	0.36707735166	0.00522530706584
a18	0.523424655514	0.0540698166331	0.000887133590595	0.0856250369547	0.31498883722	0.0210044872553
a31	0.330080141838	0.0446076175444	0.0041311715302	0.139301935652	0.44729648574	0.0345826390851
a27	0.138427670613	0.0285554168481	0.0078364288434	0.268123448551	0.519564405247	0.037492616695
a31	0.0743614555377	0.0325882699494	0.0238085866145	0.31101864285	0.449412698416	0.108810313898
a20	0.0698227505126	0.0538218816498	0.0497085855382	0.257773774283	0.372969479472	0.195903507966
a31	0.0922302168375	0.0859372222166	0.0837537018461	0.232055351428	0.271792363157	0.234231132655
a39	0.111158090279	0.108229096072	0.107129730615	0.199362253809	0.190331387719	0.283789450885
a31	0.11304826476	0.111466427357	0.110885943538	0.16938460127	0.150642162573	0.344572643628
a33	0.09568868392	0.0949321517857	0.0945887365127	0.13127957709	0.130073354191	0.453437534543
</S>	0.07525006046	0.0747627048929	0.0744412312563	0.109489543545	0.132044962095	0.534011517271
