 	non	ho	cosa	a	fare	</S>
a8	0.044956254	0.193389664	0.340093635	0.246791229	0.17365969285	0.001109563735
a31	0.036100436	0.321021818	0.476176585	0.0999419156667	0.0657997251833	0.000959535935
a37	0.049511294	0.270222082667	0.489580721667	0.116344001889	0.0667066307278	0.007635270845
a10	0.050142548	0.142368254222	0.508847973889	0.222568693963	0.0649830215759	0.0110895012817
a37	0.126761579333	0.0860466037407	0.43765403463	0.311263454654	0.0326544358586	0.00561985687723
a10	0.243170706444	0.0527565549136	0.256074704877	0.290398758218	0.147811435953	0.00978778440908
a0	0.301842468815	0.0466184476379	0.132523183292	0.217567662739	0.274960718651	0.0264874861364
a20	0.261778372938	0.0593476172126	0.0875013594307	0.188893464246	0.363573526217	0.0389056467121
a17	0.173300774313	0.0913409624042	0.0747752264769	0.178283431415	0.429989212072	0.052310386904
a20	0.133519214771	0.107422440801	0.0879397368256	0.171328100472	0.404785454024	0.095005026968
a8	0.120243624924	0.114337426934	0.107291686942	0.148690783491	0.340579624675	0.168856818989
</S>	0.123216607462	0.122943883467	0.119257573471	0.138317206746	0.285317022338	0.210947689495
