 	forse	sono	usciti	</S>
a23	0.49449471295	0.232536667	0.2724713915	0.00049724001
a31	0.805101424317	0.0954982753333	0.0989272108333	0.000473067863333
a23	0.898254841439	0.0562080134444	0.0448959162778	0.000641189264444
a31	0.869601627146	0.0600342744815	0.0691907520926	0.00117330693148
a10	0.668574629049	0.20668069816	0.123135807364	0.00160882634383
a37	0.435441963016	0.41686828272	0.146113509121	0.00157621754794
a31	0.338027141005	0.51034081424	0.14580909304	0.00582297324931
a37	0.445099500335	0.43137646808	0.105212039347	0.0183120264164
a31	0.416043723445	0.413037666027	0.134056924782	0.0368617014721
a39	0.231716984482	0.433272022009	0.275663548261	0.0593474414907
a31	0.172695598161	0.312505147336	0.29664642942	0.218152800497
</S>	0.15470497408	0.243155333668	0.23745672471	0.364682930249
