 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a18	0.13345569825	0.10033901	0.039491415	0.073442105	0.06243856	0.09013335	0.2799911115	0.0098542585	0.052211537	0.03786783	0.1162366872	0.0034245395	0.001113872905
a20	0.0505988075833	0.123873406667	0.0382088423333	0.155575001667	0.0930827766667	0.107210296667	0.320263223833	0.00769604545333	0.035047444	0.0161137201333	0.0425809692	0.0093094173	0.000440023968333
a31	0.0213941090944	0.118606269622	0.0221000968778	0.224693237222	0.146714352222	0.242235672222	0.162209320611	0.00259261423911	0.0165682192	0.00821457464443	0.0177259338333	0.0166204751	0.000325136219444
a24	0.0122913185981	0.0421355234073	0.0147763283926	0.153908743074	0.139016944074	0.523039770741	0.0801444872037	0.0013125617477	0.0092310725	0.00546918551481	0.0071271445111	0.0113216411	0.000225303070815
a31	0.015907475866	0.0166744067358	0.0156325091309	0.0760750530247	0.0818334726913	0.689791156914	0.0626034587346	0.00318768664923	0.0164894174	0.0070277686716	0.00889568063703	0.0057090391	0.000172860434605
a7	0.0205449502887	0.00910261114527	0.0177194947103	0.0441719983416	0.0565745122304	0.512252082305	0.185816168245	0.0389013347497	0.0636527058	0.00868111622387	0.0373305415457	0.00503350936667	0.000218952108202
a20	0.0460816570962	0.00898257548176	0.0284661815701	0.0384040144472	0.0492629560768	0.268215600768	0.271033542748	0.0560841755832	0.129264271933	0.0153586100746	0.0726836388486	0.0157998534556	0.000362920209401
a39	0.0767718703654	0.0103452521606	0.03812132219	0.0435978598157	0.0489346856923	0.188049396923	0.196286575583	0.0333176948611	0.170872170644	0.0208781940249	0.0867504812829	0.0844916411519	0.0015828720598
a31	0.0787440047885	0.0114395847202	0.0443745260633	0.0491876869386	0.0495045515641	0.144998725641	0.118924867861	0.025688013287	0.266613723548	0.0172370460083	0.084490563761	0.102824723717	0.00597198411993
a46	0.0721565449295	0.0164832825734	0.0507578926878	0.0543871376462	0.052333435188	0.12409583988	0.0911696456203	0.028344629429	0.319854071183	0.0104691320028	0.0992265212537	0.0717714345723	0.00895040503998
a31	0.0581933356432	0.0198291398578	0.0592601762293	0.0616962635487	0.058200308396	0.11827298796	0.0770376692068	0.0282003488097	0.339584267061	0.0070125625676	0.0970555304179	0.0603673791908	0.0152900210133
