 	Marika	tu	hai	mangiato	</S>
a8	0.024925897	0.0868777383	0.664595675	0.1942176895	0.02938304875
a31	0.300127431	0.0872813054333	0.522925079667	0.0776211328333	0.0120450506833
a24	0.546947797	0.0657947111444	0.328966147889	0.0483493632778	0.00994197449443
a31	0.484624412333	0.0819853170481	0.391422965963	0.0343297414259	0.00763757819814
a28	0.504313784111	0.0857926123494	0.353708735321	0.052579055142	0.00360582669938
a31	0.52628007137	0.10595952745	0.238019941774	0.120866245047	0.00887423316646
a3	0.389558130457	0.127122615817	0.205062663925	0.239810655016	0.0384459457222
a18	0.219472826819	0.185610151939	0.291909454642	0.255937791672	0.0470698029074
a31	0.118314012273	0.237546550646	0.395284044881	0.213418907224	0.0354364953025
a23	0.0607587574243	0.291151653549	0.421537601627	0.193970232408	0.0325817657675
a31	0.0576347271414	0.27858927785	0.343762727209	0.152257607469	0.167755682589
a20	0.0826762337138	0.20406458595	0.237798005736	0.14360033249	0.331860834196
</S>	0.0904935668569	0.195713827975	0.218128747868	0.140677556245	0.354986277098
