 	sta	seduta	nel	giardino	</S>
a20	0.2232856752	0.000211896665	0.328250435	0.29393826	0.154313756915
a17	0.2147268352	0.00111821418167	0.453369378333	0.27826653	0.0525190520817
a20	0.2449259884	0.00734259872722	0.432483536111	0.295949463333	0.0192984049272
a31	0.3290633528	0.0148392275757	0.287954078704	0.360486711111	0.00765662430907
a17	0.5416525076	0.0169513918586	0.151856212901	0.28546264037	0.00407726070302
a31	0.4746764192	0.0177268962862	0.135619680967	0.367873640123	0.00410337623434
a46	0.3209137964	0.0250640870954	0.270433133656	0.377157513374	0.00643146141145
a31	0.2332133088	0.0249155836985	0.361051294552	0.367672257791	0.0131475671372
a20	0.1448032196	0.0168520188995	0.407693704851	0.41232398593	0.0183270753791
a31	0.0997942315333	0.0150195186332	0.42410967495	0.43021904531	0.030857514793
a20	0.0717995341778	0.0185978908777	0.371986898317	0.49950921177	0.038106456931
a18	0.0595656220593	0.0299256502926	0.320857036106	0.542317527257	0.0473341713103
a46	0.0728659740198	0.0509282920975	0.241807858702	0.527836285752	0.106561578437
a20	0.10446186934	0.0864117773658	0.193740412901	0.423438681917	0.191947242812
a31	0.162403866447	0.148834315789	0.152899247634	0.290782133972	0.245080457604
a18	0.185966812149	0.176975505263	0.136559475878	0.171855166657	0.328643035868
a31	0.180908657383	0.176408001754	0.142930145293	0.106393174219	0.393359988623
a0	0.168178159128	0.164804863918	0.134929411764	0.0760496864063	0.456037859541
a31	0.146931559709	0.144506804639	0.130316613921	0.0723966971354	0.505848306514
a8	0.130414689903	0.12930464488	0.12529060464	0.0925129770451	0.522477078838
a31	0.130858136634	0.13028496496	0.13082575488	0.110572667015	0.497458502946
a18	0.141786375545	0.141360481653	0.141342281627	0.115484002338	0.460026884315
a31	0.150785668515	0.150371030551	0.149377057209	0.118358470779	0.431107778105
a17	0.158414616172	0.158031380184	0.156479622403	0.124905263593	0.402169126035
</S>	0.148811278086	0.148425890092	0.149070661202	0.128392626796	0.425299563017
