 	non	mi	aspetti	non	vengo	</S>
a33	0.0694954535	0.224958964	0.299905923	0.1499887715	0.25417841	0.00147248
a31	0.0409629108333	0.240126274667	0.551881957667	0.0652093031667	0.100604481	0.00121506951667
a37	0.0457467442778	0.108167805222	0.585228905889	0.0856066660556	0.157091124667	0.0181587771556
a35	0.0633043847593	0.0569218237407	0.53634028863	0.108557878685	0.204604788222	0.0302708360519
a31	0.262117631586	0.0401362779136	0.470034892877	0.083476482895	0.124467087741	0.0197676318506
a7	0.386801250529	0.0253217676379	0.264321394292	0.103311810965	0.19822610758	0.0220177097835
a18	0.246547098176	0.014583928546	0.171268288097	0.139166070322	0.397272989193	0.0311616632612
a24	0.169004680725	0.0205692468487	0.133211652699	0.161568386774	0.480379539731	0.0352664877537
a31	0.120456695908	0.0269326692829	0.104830528233	0.198512458925	0.509741536577	0.0395260979179
a20	0.0614178193027	0.023701768761	0.078093263411	0.270872906308	0.509298645526	0.056615609306
a8	0.0465724347676	0.0299680222537	0.0774077644703	0.282104352103	0.383536671842	0.180410749769
a31	0.0585850149225	0.0511265067512	0.0792938314901	0.201495305368	0.237824020614	0.371675313256
</S>	0.0691022724613	0.0650456133756	0.080421530745	0.155361939684	0.175615220307	0.454453436628
